Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
9.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.46,20,0.00,23,3.1,2.9,4,4058,0,10
9.54,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.47,20,0.00,23,3.1,2.9,0,4068,0,10
9.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.14,0.4,0.49,20,0.00,23,3.1,2.9,4,4077,0,10
10.04,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.14,0.4,0.48,20,0.00,23,3.1,2.9,0,4073,0,10
10.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,20,0.00,23,3.1,2.9,5,4061,0,11
10.54,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.47,20,0.00,23,3.1,2.9,0,4076,0,11
10.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,20,0.00,23,3.1,2.9,5,4091,0,11
11.04,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,20,0.00,23,3.1,2.9,0,4076,0,11
11.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.46,20,0.00,23,3.1,2.9,4,4089,0,12
11.54,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.45,20,0.00,23,3.1,2.9,0,4063,0,12
11.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.45,20,0.00,23,3.1,2.9,6,4082,0,12
12.04,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.45,20,0.00,23,3.1,2.9,0,4062,0,12
12.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.50,20,0.00,23,3.1,2.9,5,4072,0,13
12.54,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.14,0.4,0.46,20,0.00,23,3.1,2.9,0,4094,0,13
12.79,0.9,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.14,0.4,0.47,20,0.00,23,3.1,2.9,5,4053,0,13
13.04,0.7,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.47,21,0.00,23,3.1,2.9,0,4079,0,13
13.29,-0.9,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.47,20,0.00,23,3.1,2.9,7,4074,0,14
13.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.49,20,0.00,23,3.1,2.9,0,4090,0,14
13.79,-0.6,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.47,19,0.00,23,3.1,2.9,6,4081,0,14
14.04,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,20,0.00,23,3.1,2.8,0,4079,0,14
14.29,0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.71,20,0.00,23,3.1,2.8,5,4064,0,15
14.54,-0.5,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.47,19,0.00,23,3.1,2.9,0,4079,0,15
14.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.48,19,0.00,23,3.1,2.8,4,4072,0,15
15.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.47,19,0.00,23,3.1,2.8,0,4052,0,15
15.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.51,19,0.00,23,3.1,2.8,6,4071,0,16
15.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.46,19,0.00,23,3.1,2.9,0,4089,0,16
15.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,19,0.00,23,3.1,2.8,5,4059,0,16
16.04,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.13,0.4,0.49,20,0.00,23,3.1,2.8,0,4066,0,16
16.29,0.4,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.54,19,0.00,23,3.1,2.8,5,4071,0,17
16.54,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.49,20,0.00,23,3.1,2.8,0,4085,0,17
16.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.47,20,0.00,23,3.1,2.8,7,4083,0,17
17.04,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.48,20,0.00,23,3.1,2.8,0,4068,0,17
17.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.47,20,0.00,23,3.1,2.8,4,4077,0,18
17.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.47,20,0.00,23,3.1,2.8,0,4087,0,18
17.79,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.46,20,0.00,23,3.1,2.8,5,4061,0,18
18.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.49,19,0.00,23,3.1,2.8,0,4090,0,18
18.29,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.70,19,0.00,23,3.1,2.8,9,4077,0,19
18.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.52,19,0.00,23,3.1,2.8,0,4074,0,19
18.79,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.52,19,0.00,23,3.1,2.8,5,4075,0,19
19.04,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.59,19,0.00,23,3.1,2.8,0,4083,0,19
19.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.63,19,0.00,23,3.1,2.8,6,4050,0,0
19.54,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.52,19,0.00,23,3.1,2.8,0,4068,0,0
19.79,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.61,19,0.00,23,3.1,2.8,6,4071,0,0
20.04,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.51,19,0.00,23,3.1,2.8,0,4071,0,0
20.29,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.87,19,0.00,23,3.1,2.8,6,4090,0,0
20.54,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.74,19,0.00,23,3.1,2.8,0,4076,0,0
20.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,23,3.1,2.8,5,4093,0,0
21.04,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,20,0.00,23,3.1,2.8,0,4056,0,0
21.29,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,19,0.00,23,3.1,2.8,3,4093,0,0
21.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,20,0.00,23,3.1,2.8,0,4069,0,0
21.79,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.52,19,0.00,23,3.1,2.8,6,4087,0,0
22.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.66,19,0.00,23,3.1,2.8,0,4091,0,0
22.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.58,19,0.00,23,3.1,2.8,6,4086,0,0
22.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.66,20,0.00,23,3.1,2.8,0,4072,0,0
22.79,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.57,20,0.00,23,3.1,2.8,6,4081,0,0
23.04,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.63,20,0.00,23,3.1,2.8,0,4074,0,0
23.29,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.61,19,0.00,23,3.1,2.8,7,4069,0,0
23.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,19,0.00,23,3.1,2.8,0,4063,0,0
23.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,20,0.00,23,3.1,2.7,5,4078,0,0
24.04,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.51,20,0.00,23,3.1,2.8,0,4078,0,0
24.29,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,19,0.00,23,3.1,2.8,6,4065,0,0
24.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,20,0.00,23,3.1,2.8,0,4082,0,0
24.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,19,0.00,23,3.1,2.8,7,4077,0,0
25.04,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,20,0.00,23,3.1,2.7,0,4072,0,0
25.29,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.51,20,0.00,23,3.1,2.7,8,4075,0,0
25.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,19,0.00,23,3.1,2.8,0,4073,0,0
25.79,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,19,0.00,23,3.1,2.8,6,4074,0,0
26.06,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.55,19,0.00,23,3.1,2.7,0,4067,0,0
26.29,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.56,19,0.00,23,3.1,2.7,5,4097,0,0
26.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.60,19,0.00,23,3.1,2.7,0,4080,0,0
26.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.50,19,0.00,24,3.1,2.8,6,4083,0,0
27.04,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.49,19,0.00,24,3.1,2.7,0,4073,0,0
27.29,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.12,0.4,0.62,20,0.00,24,3.1,2.7,5,4078,0,0
27.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,19,0.00,24,3.1,2.7,0,4081,0,0
27.79,0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,20,0.00,24,3.1,2.7,6,4082,0,0
28.04,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,20,0.00,24,3.1,2.7,0,4090,0,0
28.29,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,19,0.00,24,3.1,2.8,4,4085,0,0
28.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,0,4071,0,0
28.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,20,0.00,24,3.1,2.7,3,4084,0,0
29.04,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,19,0.00,24,3.1,2.7,0,4091,0,0
29.29,-0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.51,19,0.00,24,3.1,2.7,1,4085,0,0
29.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.63,19,0.00,24,3.1,2.7,0,4099,0,0
29.79,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,20,0.00,24,3.1,2.7,0,4074,0,0
30.04,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.64,19,0.00,24,3.1,2.7,0,4072,0,0
30.29,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.64,20,0.00,24,3.1,2.7,1,4065,0,0
30.54,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.59,19,0.00,24,3.1,2.7,0,4068,0,0
30.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.61,20,0.00,24,3.1,2.7,3,4068,0,0
31.04,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.54,19,0.00,24,3.1,2.7,0,4069,0,0
31.29,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,20,0.00,24,3.1,2.7,2,4075,0,0
31.54,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,0,4061,0,0
31.79,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.51,19,0.00,24,3.1,2.7,3,4078,0,0
32.04,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,0,4069,0,0
32.29,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.51,19,0.00,24,3.1,2.7,3,4080,0,0
32.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,0,4080,0,0
32.79,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.55,19,0.00,24,3.1,2.7,1,4067,0,0
33.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.59,19,0.00,24,3.1,2.7,0,4067,0,0
33.29,0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.61,19,0.00,24,3.1,2.7,1,4055,0,0
33.54,0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.58,19,0.00,24,3.1,2.7,0,4082,0,0
33.79,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.66,19,0.00,24,3.1,2.7,3,4083,0,0
34.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.65,19,0.00,24,3.1,2.7,0,4065,0,0
34.29,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.60,19,0.00,24,3.1,2.7,0,4080,0,0
34.54,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,19,0.00,24,3.1,2.7,0,4086,0,0
34.79,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.55,19,0.00,24,3.1,2.7,3,4095,0,0
35.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,19,0.00,24,3.1,2.7,0,4065,0,0
35.29,-0.3,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.55,19,0.00,24,3.1,2.7,2,4065,0,0
35.54,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,19,0.00,24,3.1,2.7,0,4068,0,0
35.79,-0.2,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,19,0.00,24,3.1,2.7,2,4069,0,0
36.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.61,19,0.00,24,3.1,2.7,0,4080,0,0
36.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.58,19,0.00,24,3.1,2.7,2,4075,0,0
36.54,-0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.65,20,0.00,24,3.1,2.7,0,4062,0,0
36.79,0.0,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,3,4087,0,0
37.04,-0.1,0,5,37,26,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.65,19,0.00,24,3.1,2.7,0,4070,0,0
37.29,-0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.61,20,0.00,24,3.1,2.7,3,4079,0,0
37.54,0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.57,19,0.00,24,3.1,2.7,0,4069,0,0
37.79,-0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.65,19,0.00,24,3.1,2.7,4,4072,0,0
38.04,0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,0,4072,0,0
38.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.65,19,0.00,24,3.1,2.7,5,4071,0,0
38.54,-0.2,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.52,18,0.00,24,3.1,2.7,0,4064,0,0
38.79,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,18,0.00,24,3.1,2.7,3,4067,0,0
39.04,0.1,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,19,0.00,24,3.1,2.7,0,4077,0,0
39.29,-0.0,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,2,4058,0,0
39.54,-0.3,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.63,19,0.00,24,3.1,2.7,0,4055,0,0
39.79,-0.2,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,19,0.00,24,3.1,2.7,3,4063,0,0
40.04,-0.0,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.62,19,0.00,24,3.1,2.7,0,4066,0,0
40.29,-0.1,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.51,19,0.00,24,3.1,2.7,3,4065,0,0
40.54,0.0,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.57,19,0.00,24,3.1,2.7,0,4072,0,0
40.79,-0.0,0,5,37,27,27,99,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.57,19,0.00,24,3.1,2.7,5,4078,0,0
41.04,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,19,0.00,24,3.1,2.7,0,4049,0,0
41.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.57,18,0.00,24,3.1,2.7,4,4079,0,0
41.54,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.65,18,0.00,24,3.1,2.7,0,4081,0,0
41.79,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.58,18,0.00,24,3.1,2.7,5,4071,0,0
42.04,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.53,18,0.00,24,3.1,2.7,0,4074,0,0
42.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.56,19,0.00,24,3.1,2.7,4,4056,0,0
42.54,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,0,4095,0,0
42.79,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,2,4087,0,0
43.04,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.52,18,0.00,24,3.1,2.7,0,4052,0,0
43.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,3,4097,0,0
43.54,0.3,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.62,19,0.00,24,3.1,2.7,0,4054,0,0
43.79,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,3,4075,0,0
44.04,0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.58,18,0.00,24,3.1,2.7,0,4071,0,0
44.29,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.11,0.4,0.61,19,0.00,24,3.1,2.7,3,4085,0,0
44.54,-0.2,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.63,19,0.00,24,3.1,2.7,0,4075,0,0
44.79,-0.2,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.64,19,0.00,24,3.1,2.7,3,4073,0,0
45.04,-0.4,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.54,19,0.00,24,3.1,2.7,0,4073,0,0
45.29,-0.2,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.09,0.4,0.63,19,0.00,24,3.1,2.7,3,4071,0,0
45.54,-0.4,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.09,0.4,0.54,19,0.00,24,3.1,2.7,0,4071,0,0
45.79,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,5,4075,0,0
46.04,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.55,19,0.00,24,3.1,2.7,0,4073,0,0
46.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,19,0.00,24,3.1,2.7,2,4068,0,0
46.54,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.56,19,0.00,24,3.1,2.7,0,4089,0,0
46.79,0.2,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.53,18,0.00,24,3.1,2.7,4,4083,0,0
47.04,0.0,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.65,18,0.00,24,3.1,2.7,0,4062,0,0
47.29,0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.66,18,0.00,24,3.1,2.7,5,4072,0,0
47.54,-0.1,0,5,37,27,27,100,0.00,-0.0,0,0,0,0.00,50.10,0.4,0.66,18,0.00,24,3.1,2.7,0,4083,0,0
