Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
2.8,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.6,-16,0,25,3.1,2.5,17,1126,0,3
3.05,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.4,0.7,-21,0,25,3.1,2.1,1834,1298,0,3
3.3,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.5,0.79,-24,0,25,3.1,2.8,4373,1669,0,4
3.55,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.63,-16,0,25,3.1,2.8,14,1885,0,4
3.8,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.4,0.73,-20,0,25,3.1,2.2,1293,2185,0,4
4.05,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.5,0.81,-24,0,25,3.1,2.6,4284,2363,0,4
4.3,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.3,0.68,-16,0,25,3.1,2.8,6,2642,0,5
4.55,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.3,0.92,-17,0,25,3.1,2.3,0,2873,0,5
4.8,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.71,-17,0,25,3.1,1.9,6,3035,0,5
5.05,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.71,-17,0,25,3.1,1.6,16,3261,0,5
5.3,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.7,-18,0,25,3.1,1.3,7,3549,0,6
5.55,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.92,-18,0,25,3.1,1.2,16,3722,0,6
5.8,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.3,0.73,-17,0,25,3.1,1,4,3893,0,6
6.05,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.4,0.74,-18,0,25,3.1,0.9,11,4133,0,6
6.3,0,0,5,26,25,26,101,0,0,0,0,0,0,50.54,-0.4,0.97,-18,0,25,3.1,0.7,5,4319,0,7
6.55,0,0,5,26,25,26,101,0,0,0,0,0,0,50.53,-0.4,0.76,-19,0,25,3.1,0.7,8,4214,0,7
6.8,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,0.76,-18,0,25,3.1,0.6,4,4219,0,7
7.05,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,0.75,-19,0,25,3.1,0.5,10,4304,0,7
7.3,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,0.76,-19,0,25,3.1,0.4,3,4317,0,8
7.55,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,0.74,-19,0,25,3.1,0.4,7,4209,0,8
7.8,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,0.75,-19,0,25,3.1,0.3,5,4276,0,8
8.05,0,0,5,26,25,26,100,0,0,0,0,0,0,50.54,-0.4,1.02,-19,0,25,3.1,0.3,6,4245,0,8
8.3,0,0,5,26,25,26,100,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,25,3.1,0.3,1,4194,0,9
8.55,0,0,5,26,25,26,100,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,25,3.1,0.2,4,4316,0,9
8.8,0,0,5,26,25,26,101,0,0,0,0,0,0,50.53,-0.4,1.1,-19,0,25,3.1,0.2,1,4329,0,9
9.05,0,0,5,26,25,26,101,0,0,0,0,0,0,50.53,-0.4,0.9,-19,0,25,3.1,0.2,8,4225,0,9
9.3,0,0,5,26,25,26,101,0,0,0,0,0,0,50.53,-0.4,0.83,-18,0,25,3.1,0.1,0,4239,0,10
9.55,0,0,5,26,25,26,101,0,0,0,0,0,0,50.53,-0.4,0.84,-18,0,25,3.1,0.1,3,4251,0,10
9.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.91,-19,0,25,3.1,0.1,2,4222,0,10
10.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-18,0,25,3.1,0.1,4,4166,0,10
10.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.86,-19,0,25,3.1,0.1,2,4298,0,11
10.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,1.06,-19,0,25,3.1,0.1,3,4220,0,11
10.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.89,-18,0,25,3.1,0.1,5,4257,0,11
11.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-18,0,25,3.1,0,6,4194,0,11
11.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,1.03,-18,0,25,3.1,0,4,4272,0,12
11.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.97,-18,0,25,3.1,0,3,4221,0,12
11.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-18,0,25,3.1,0,5,4219,0,12
12.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.88,-18,0,25,3.1,0,5,4293,0,12
12.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.9,-18,0,25,3.1,0,6,4293,0,13
12.55,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.84,-19,0,25,3.1,0,2,4257,0,13
12.8,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,25,3.1,0,4,4215,0,13
13.05,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,1.03,-18,0,25,3.1,0,2,4266,0,13
13.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.85,-18,0,25,3.1,0,6,4148,0,14
13.55,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.85,-18,0,25,3.1,0,0,4260,0,14
13.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.82,-19,0,25,3.1,0,3,4208,0,14
14.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.89,-19,0,25,3.1,0,1,4248,0,14
14.3,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.85,-19,0,25,3.1,0,3,4198,0,15
14.55,-0.4,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.88,-19,0,25,3.1,0,0,4309,0,15
14.8,-0.3,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,1.11,-19,0,25,3.1,0,5,4165,0,15
15.05,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,26,3.1,0,4,4266,0,15
15.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,25,3.1,0,5,4204,0,16
15.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-18,0,25,3.1,0,2,4208,0,16
15.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.82,-18,0,25,3.1,0,4,4243,0,16
16.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.82,-18,0,25,3.1,0,2,4287,0,16
16.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.85,-19,0,26,3.1,0,6,4201,0,17
16.55,0,0,5,26,25,25,100,0,0,0,0,0,0,50.53,-0.4,1.02,-19,0,26,3.1,0,2,4205,0,17
16.79,-0.2,0,5,26,25,25,100,0,0,0,0,0,0,50.53,-0.4,0.87,-19,0,25,3.1,0,5,4243,0,17
17.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.53,-0.4,0.86,-19,0,25,3.1,0,1,4222,0,17
17.3,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.53,-0.4,1.04,-19,0,26,3.1,0,6,4258,0,18
17.55,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.94,-19,0,26,3.1,0,5,4166,0,18
17.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.85,-19,0,26,3.1,0,6,4280,0,18
18.05,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-21,0,26,3.1,0,0,4227,0,18
18.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.94,-20,0,26,3.1,0,3,4242,0,19
18.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-20,0,26,3.1,0,2,4186,0,19
18.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.53,-0.4,0.87,-20,0,26,3.1,0,7,4295,0,19
19.05,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.05,-19,0,26,3.1,0,0,4225,0,19
19.3,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.87,-19,0,26,3.1,0,3,4277,0,20
19.55,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,1,4264,0,20
19.8,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,1.03,-19,0,26,3.1,0,3,4301,0,20
20.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,1,4206,0,20
20.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,4,4282,0,21
20.55,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-19,0,26,3.1,0,1,4237,0,21
20.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.07,-19,0,26,3.1,0,4,4219,0,21
21.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,0,4288,0,21
21.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,0,4181,0,22
21.55,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.06,-19,0,26,3.1,0,0,4291,0,22
21.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,2,4218,0,22
22.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4304,0,22
22.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.15,-19,0,26,3.1,0,0,4190,0,23
22.55,-0.3,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.09,-19,0,26,3.1,0,0,4258,0,23
22.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,1.13,-19,0,26,3.1,0,4,4181,0,23
23.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.94,-19,0,26,3.1,0,0,4193,0,23
23.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.94,-19,0,26,3.1,0,4,4251,0,24
23.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,0,4272,0,24
23.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,3,4208,0,24
24.05,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.87,-19,0,26,3.1,0,1,4202,0,24
24.3,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,2,4251,0,25
24.55,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4193,0,25
24.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.94,-19,0,26,3.1,0,1,4251,0,25
25.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,0,4167,0,25
25.3,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.93,-19,0,26,3.1,0,2,4300,0,26
25.54,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,0,4242,0,26
25.8,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.94,-19,0,26,3.1,0,3,4212,0,26
26.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,0,4256,0,26
26.3,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,5,4212,0,27
26.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-19,0,26,3.1,0,0,4204,0,27
26.8,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,3,4251,0,27
27.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,0,4188,0,27
27.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.93,-19,0,26,3.1,0,2,4200,0,28
27.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,0,4294,0,28
27.8,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.87,-19,0,26,3.1,0,1,4169,0,28
28.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-20,0,26,3.1,0,0,4197,0,28
28.3,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,2,4255,0,29
28.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.87,-19,0,26,3.1,0,0,4183,0,29
28.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,4,4276,0,29
29.05,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-19,0,26,3.1,0,0,4304,0,29
29.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,5,4169,0,30
29.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,1,4222,0,30
29.79,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,2,4202,0,30
30.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.93,-19,0,26,3.1,0,0,4199,0,30
30.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.87,-20,0,26,3.1,0,4,4279,0,31
30.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-19,0,26,3.1,0,0,4187,0,31
30.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,4,4184,0,31
31.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4274,0,31
31.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,5,4178,0,32
31.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,0,4252,0,32
31.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,3,4203,0,32
32.05,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,0,4201,0,32
32.3,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,3,4252,0,33
32.55,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-19,0,26,3.1,0,0,4271,0,33
32.8,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,3,4187,0,33
33.05,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.87,-19,0,26,3.1,0,0,4261,0,33
33.3,0,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.94,-19,0,26,3.1,0,5,4206,0,34
33.55,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.91,-20,0,26,3.1,0,0,4235,0,34
33.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,2,4251,0,34
34.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,0,4173,0,34
34.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,2,4306,0,0
34.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,0,4235,0,0
34.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-20,0,26,3.1,0,1,4266,0,0
35.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,0,4162,0,0
35.3,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,0,4303,0,1
35.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.86,-20,0,26,3.1,0,0,4193,0,1
35.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,4,4297,0,1
36.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4193,0,1
36.3,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,4,4316,0,2
36.55,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,0,4209,0,2
36.8,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.88,-20,0,26,3.1,0,3,4288,0,2
37.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.85,-19,0,26,3.1,0,0,4181,0,2
37.3,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.91,-19,0,26,3.1,0,4,4312,0,3
37.55,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.89,-20,0,26,3.1,0,0,4181,0,3
37.8,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,4,4305,0,3
38.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4165,0,3
38.3,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.92,-20,0,26,3.1,0,5,4296,0,4
38.55,0,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,0,4183,0,4
38.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,5,4223,0,4
39.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.91,-20,0,26,3.1,0,0,4198,0,4
39.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-20,0,26,3.1,0,2,4263,0,5
39.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.85,-19,0,26,3.1,0,0,4184,0,5
39.8,-0.3,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,2,4289,0,5
40.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.9,-20,0,26,3.1,0,0,4175,0,5
40.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,1,4310,0,6
40.55,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.89,-19,0,26,3.1,0,0,4218,0,6
40.8,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,4,4256,0,6
41.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.9,-19,0,26,3.1,0,0,4197,0,6
41.3,-0.2,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,3,4231,0,7
41.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.85,-19,0,26,3.1,0,1,4225,0,7
41.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.94,-20,0,26,3.1,0,4,4282,0,7
42.05,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.52,-0.4,0.88,-19,0,26,3.1,0,0,4244,0,7
42.3,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,2,4196,0,8
42.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,0,4292,0,8
42.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.93,-19,0,26,3.1,0,2,4179,0,8
43.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.89,-19,0,26,3.1,0,0,4290,0,8
43.3,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,5,4180,0,9
43.55,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,1,4278,0,9
43.8,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.88,-20,0,26,3.1,0,4,4177,0,9
44.05,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.86,-19,0,26,3.1,0,0,4247,0,9
44.3,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.91,-20,0,26,3.1,0,2,4183,0,10
44.55,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.9,-19,0,26,3.1,0,0,4314,0,10
44.8,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.93,-20,0,26,3.1,0,5,4193,0,10
45.05,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.9,-19,0,26,3.1,0,0,4278,0,10
45.3,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.52,-0.4,0.92,-19,0,26,3.1,0,7,4209,0,10
45.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,1,4231,0,0
45.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.85,-19,0,26,3.1,0,5,4218,0,0
46.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.87,-19,0,26,3.1,0,1,4239,0,0
46.3,0,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,6,4213,0,0
46.55,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.86,-20,0,26,3.1,0,0,4288,0,1
46.8,0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,5,4187,0,1
47.05,0,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.9,-20,0,26,3.1,0,0,4288,0,1
47.3,0.2,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,6,4187,0,1
47.55,0,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,0,4288,0,2
47.8,-0.2,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.89,-19,0,26,3.1,0,5,4171,0,2
48.05,-0.1,0,5,26,25,25,100,0,0,0,0,0,0,50.51,-0.4,0.87,-19,0,26,3.1,0,0,4255,0,2
48.3,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,6,4178,0,2
48.55,0.3,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.87,-19,0,26,3.1,0,0,4314,0,3
48.8,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,5,4185,0,3
49.05,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,0,4269,0,3
49.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,4,4167,0,3
49.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,2,4251,0,4
49.8,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.89,-19,0,26,3.1,0,5,4157,0,4
50.05,-0.4,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.86,-19,0,26,3.1,0,0,4289,0,4
50.3,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,6,4225,0,4
50.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-20,0,26,3.1,0,0,4205,0,5
50.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,4,4288,0,5
51.05,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,0,4148,0,5
51.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.91,-19,0,26,3.1,0,5,4277,0,5
51.55,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.89,-19,0,26,3.1,0,0,4234,0,6
51.8,-0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.89,-19,0,26,3.1,0,6,4304,0,6
52.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.87,-19,0,26,3.1,0,0,4206,0,6
52.3,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.93,-19,0,26,3.1,0,3,4249,0,6
52.55,0,0,5,26,25,25,101,0,0,0,0,0,0,50.5,-0.4,0.85,-19,0,26,3.1,0,0,4284,0,7
52.8,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.5,-0.4,0.89,-18,0,26,3.1,0,6,4152,0,7
53.05,0,0,5,26,25,25,101,0,0,0,0,0,0,50.5,-0.4,0.91,-19,0,26,3.1,0,0,4255,0,7
53.3,0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.92,-19,0,26,3.1,0,4,4137,0,7
53.55,0.2,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.9,-19,0,26,3.1,0,0,4208,0,8
53.8,-0.1,0,5,26,25,25,101,0,0,0,0,0,0,50.51,-0.4,0.88,-19,0,26,3.1,0,5,4243,0,8
