Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
162.04,3351.8,3401,13,26,56,55,97,1.00,6.5,20,0,0,0.00,49.02,1.7,1.32,85,-0.98,31,1.0,1.0,1192,5196,1,133
162.29,3452.5,3489,13,26,56,55,97,1.00,6.5,21,0,0,0.00,49.02,1.3,0.11,62,-6.63,31,1.0,1.0,1049,5676,1,133
162.54,3405.7,3489,14,26,56,55,97,1.00,6.4,21,0,0,0.00,49.49,1.0,2.40,47,-6.63,31,1.0,1.0,1179,5676,1,133
162.79,3510.0,3423,13,26,56,55,97,1.00,6.3,21,0,0,0.00,49.01,1.1,2.16,52,-7.48,31,1.0,1.0,1014,5556,1,133
163.04,3516.0,3520,14,26,56,55,96,1.00,6.5,21,0,0,0.00,49.01,1.8,-2.28,90,-7.48,31,1.0,1.0,1094,5556,1,134
163.29,3506.8,3454,14,26,56,55,96,1.00,6.5,21,0,0,0.00,49.02,1.0,-1.00,49,-3.82,31,1.0,1.0,1182,5652,1,134
163.54,3529.9,3510,13,26,56,55,96,1.00,6.6,21,0,0,0.00,48.67,1.3,-3.24,63,-6.21,31,1.0,1.0,973,5652,1,134
163.79,3619.6,3471,14,26,56,55,96,1.00,6.3,21,0,0,0.00,48.67,2.4,-4.24,115,-6.21,31,1.0,1.0,1160,5292,1,134
164.04,3594.8,3510,13,26,56,54,96,1.00,6.3,21,0,0,0.00,48.57,2.6,-4.75,129,-7.61,31,1.0,1.0,1175,5292,1,135
164.29,3614.4,3523,14,26,56,54,96,1.00,6.4,21,0,0,0.00,48.92,1.8,-4.43,88,-11.17,31,1.0,1.0,1108,5364,1,135
164.54,3550.9,3473,14,26,56,54,96,1.00,6.4,21,0,0,0.00,48.92,0.1,-1.32,5,-11.17,31,1.0,1.0,1150,5364,1,135
164.79,3318.0,3444,14,26,56,54,96,1.00,6.4,21,0,0,0.00,48.83,1.5,-3.00,75,-6.82,31,1.0,1.0,979,5556,1,135
165.04,3406.7,3440,14,26,56,54,96,1.00,6.4,21,0,0,0.00,48.83,0.4,-2.76,22,-6.82,31,1.0,1.0,1151,5556,1,136
165.29,3505.7,3338,14,26,56,54,96,1.00,6.4,21,0,0,0.00,48.32,1.3,-2.04,64,-4.83,31,1.0,1.0,1173,5832,1,136
165.54,3569.5,3432,14,26,55,54,96,1.00,6.8,21,0,0,0.00,48.74,2.3,-3.51,113,-12.92,31,1.0,1.0,1050,5832,1,136
165.79,3480.4,3433,14,26,55,54,96,1.00,6.4,21,0,0,0.00,48.74,1.3,-3.24,65,-5.72,31,1.0,1.0,1172,5436,1,136
166.04,3499.9,3482,13,26,55,54,97,1.00,6.4,21,0,0,0.00,49.30,1.5,-3.72,71,-5.72,31,1.0,1.0,1131,5436,1,137
166.29,3451.9,3482,14,26,55,54,97,1.00,6.2,21,0,0,0.00,48.87,1.6,-0.74,77,0.18,31,1.0,1.0,979,6060,1,137
166.54,3418.2,3470,14,26,55,54,97,1.00,6.6,21,0,0,0.00,48.87,-0.9,-0.27,-42,0.18,31,1.0,1.0,1180,6060,1,137
166.79,3496.0,3536,14,26,55,54,97,1.00,6.7,21,0,0,0.00,48.51,1.9,1.23,91,-4.90,31,1.0,1.0,1112,5268,1,137
167.04,3420.2,3426,13,26,55,54,97,1.00,6.2,21,0,0,0.00,48.51,0.7,0.94,35,4.00,31,1.0,1.0,1012,5268,1,138
167.29,3548.2,3538,13,26,55,54,97,1.00,6.3,21,0,0,0.00,48.80,1.2,0.10,60,4.00,31,1.0,1.0,1134,5388,1,138
167.54,3547.5,3564,14,26,55,54,97,1.00,6.4,21,0,0,0.00,48.32,0.9,-2.21,44,-4.00,31,1.0,1.0,1023,5388,1,138
167.79,3575.3,3487,13,26,55,54,97,1.00,6.6,21,0,0,0.00,48.32,2.3,-4.73,111,-4.27,31,1.0,1.0,1194,5712,1,138
168.04,3556.7,3579,14,26,55,53,97,1.00,7.0,21,0,0,0.00,48.86,1.7,-3.27,85,-4.27,31,1.0,1.0,1164,5712,1,139
168.29,3458.8,3512,14,26,55,53,97,1.00,6.5,21,0,0,0.00,48.80,1.3,-4.07,63,1.64,31,1.0,1.0,989,5676,1,139
168.54,3441.6,3534,14,26,55,53,97,1.00,6.8,21,0,0,0.00,48.80,1.9,-1.95,92,1.64,31,1.0,1.0,1198,5676,1,139
168.79,3528.5,3516,14,26,55,53,97,1.00,6.8,21,0,0,0.00,49.01,2.5,-2.70,123,-10.84,31,1.0,1.0,1210,5160,1,139
169.04,3348.3,3401,14,26,55,53,97,1.00,6.5,21,0,0,0.00,48.89,1.7,2.17,81,-6.72,31,1.0,1.0,983,5160,1,139
169.29,3526.8,3478,14,26,55,53,97,1.00,6.8,21,0,0,0.00,48.89,2.5,-1.88,123,-6.72,31,1.0,1.0,1173,5700,1,140
169.54,3436.5,3483,14,26,55,53,97,1.00,6.6,21,0,0,0.00,48.73,1.5,2.20,75,-5.76,31,1.0,1.0,1200,5700,1,140
169.79,3538.1,3435,14,26,55,53,97,1.00,6.6,21,0,0,0.00,48.81,1.7,-4.19,84,-4.84,31,1.0,1.0,1042,5100,1,140
170.04,3492.0,3389,14,26,55,53,97,1.00,6.2,21,0,0,0.00,48.81,0.5,-1.77,25,-4.84,31,1.0,1.0,1180,5100,1,140
170.29,3580.2,3400,13,26,55,53,97,1.00,6.4,21,0,0,0.00,49.29,1.9,-3.98,94,-5.27,31,1.0,1.0,1062,5316,1,141
170.54,3501.7,3387,14,26,55,53,97,1.00,6.3,21,0,0,0.00,49.29,0.8,-2.91,39,-5.27,31,1.0,1.0,1067,5316,1,141
170.79,3502.4,3504,14,26,55,53,97,1.00,6.5,21,0,0,0.00,48.82,0.4,-2.37,20,-9.72,31,1.0,1.0,1156,5676,1,141
171.04,3609.2,3541,14,26,55,53,97,1.00,7.0,21,0,0,0.00,48.73,2.7,-1.59,133,-3.15,31,1.0,1.0,1022,5676,1,141
171.29,3607.9,3620,14,26,54,53,97,1.00,7.3,21,0,0,0.00,48.73,3.0,-4.74,144,-3.18,31,1.0,1.0,1205,5148,1,142
171.54,3533.1,3507,14,26,54,53,97,1.00,6.5,22,0,0,0.00,49.34,2.5,-4.88,121,-3.18,31,1.0,1.0,1150,5148,1,142
171.79,3483.3,3542,14,26,54,53,97,1.00,6.5,22,0,0,0.00,49.01,2.5,-2.95,123,1.42,31,1.0,1.0,982,5448,1,142
172.04,3478.4,3426,14,26,54,53,96,1.00,6.1,22,0,0,0.00,49.01,1.1,-2.31,54,1.42,31,1.0,1.0,1151,5448,1,142
172.29,3368.0,3414,14,26,54,53,96,1.00,6.5,22,0,0,0.00,48.85,0.0,1.91,2,4.56,31,1.0,1.0,1187,4932,1,143
172.54,3420.9,3542,13,26,54,53,96,1.00,6.4,22,0,0,0.00,48.85,1.1,-1.00,53,-0.59,31,1.0,1.0,988,4932,1,143
172.79,3485.0,3561,13,26,54,52,96,1.00,6.7,22,0,0,0.00,48.75,1.9,1.29,92,-0.59,31,1.0,1.0,1148,5640,1,143
173.04,3362.4,3450,13,26,54,52,97,1.00,6.0,22,0,0,0.00,48.57,1.1,0.94,56,4.53,31,1.0,1.0,1126,5640,1,143
173.29,3459.9,3374,13,26,54,52,97,1.00,6.2,22,0,0,0.00,48.57,1.0,0.87,48,-5.17,31,1.0,1.0,1170,6048,1,144
173.54,3455.3,3455,14,26,54,52,97,1.00,6.4,22,0,0,0.00,48.70,0.8,3.00,39,-5.17,31,1.0,1.0,1140,6048,1,144
173.79,3524.7,3498,13,26,54,52,97,1.00,6.4,22,0,0,0.00,48.87,0.6,-2.80,28,-10.49,31,1.0,1.0,974,5280,1,144
174.04,3588.7,3413,13,26,54,52,97,1.00,6.2,22,0,0,0.00,48.87,2.8,-3.66,137,-10.49,31,1.0,1.0,1189,5280,1,144
174.29,3485.3,3432,14,26,54,52,97,1.00,6.2,22,0,0,0.00,48.59,0.3,-1.37,15,-3.97,31,1.0,1.0,1097,5136,1,145
174.54,3593.7,3504,14,26,54,52,97,1.00,6.5,22,0,0,0.00,48.58,1.0,-2.94,47,-9.01,31,1.0,1.0,1042,5136,1,145
174.79,3468.1,3449,14,26,54,52,97,1.00,6.6,22,0,0,0.00,48.58,1.4,-2.18,68,-9.01,31,1.0,1.0,1155,5184,1,145
175.04,3472.0,3421,14,26,54,52,96,1.00,6.4,22,0,0,0.00,48.60,2.2,-4.83,107,-6.67,31,1.0,1.0,1088,5184,1,145
175.29,3399.4,3481,14,26,54,52,96,1.00,6.5,22,0,0,0.00,49.13,1.0,2.66,46,-10.89,31,1.0,1.0,1145,5328,1,146
175.54,3545.2,3477,14,26,54,52,96,1.00,6.6,22,0,0,0.00,49.13,3.2,-6.08,155,-10.89,31,1.0,1.0,1147,5328,1,146
175.79,3425.5,3424,14,26,54,52,96,1.00,6.6,22,0,0,0.00,49.02,2.2,-0.87,107,-13.28,31,1.0,1.0,975,5856,1,146
176.04,3601.4,3439,14,26,54,52,97,1.00,6.5,22,0,0,0.00,49.02,2.1,-4.49,103,-13.28,31,1.0,1.0,1157,5856,1,146
176.29,3388.4,3409,13,26,53,52,97,1.00,6.7,22,0,0,0.00,49.51,1.2,3.01,57,-12.25,31,1.0,1.0,1197,5628,0,147
176.54,3463.5,3348,14,26,53,52,97,1.00,6.4,22,0,0,0.00,49.23,1.8,-4.00,90,-2.30,31,1.0,1.0,972,5628,0,147
176.79,3635.9,3392,14,26,53,52,97,1.00,6.5,22,0,0,0.00,49.23,1.3,-2.82,62,-11.53,31,1.0,1.0,1185,5736,0,147
177.04,3483.8,3512,14,26,53,52,97,1.00,6.4,22,0,0,0.00,48.70,1.0,-0.56,47,-11.53,31,1.0,1.0,1194,5736,0,147
177.29,3538.3,3465,14,26,53,52,97,1.00,6.9,22,0,0,0.00,48.54,0.7,-3.27,36,-3.63,31,1.0,1.0,1005,5688,0,148
177.54,3383.3,3384,14,26,53,52,97,1.00,6.3,22,0,0,0.00,48.54,0.4,2.37,19,-3.63,31,1.0,1.0,1201,5688,0,148
177.79,3691.3,3610,14,26,53,52,97,1.00,6.7,22,0,0,0.00,49.18,2.0,-6.09,99,4.69,31,1.0,1.0,1153,5388,0,148
178.04,3497.1,3436,14,26,53,52,97,1.00,6.5,22,0,0,0.00,49.18,0.3,0.86,17,-1.16,31,1.0,1.0,994,5388,0,148
178.29,3441.0,3587,14,26,53,51,97,1.00,6.7,22,0,0,0.00,48.90,1.5,-4.58,71,-1.16,31,1.0,1.0,1161,5316,0,149
178.54,3589.9,3495,14,26,53,51,97,1.00,6.7,22,0,0,0.00,49.05,2.0,-5.19,96,-10.26,31,1.0,1.0,1196,5316,0,149
178.79,3300.5,3394,14,26,53,51,97,1.00,6.4,22,0,0,0.00,49.05,1.1,-0.05,54,-4.57,31,1.0,1.0,1064,5616,0,149
179.04,3495.5,3504,14,26,53,51,97,1.00,6.7,22,0,0,0.00,48.72,3.0,-4.54,145,-4.57,31,1.0,1.0,1157,5616,0,149
179.29,3485.8,3461,13,26,53,51,97,1.00,6.3,22,0,0,0.00,49.14,1.9,0.08,91,-11.90,31,1.0,1.0,985,5388,0,150
179.54,3334.2,3470,14,26,53,51,97,1.00,6.4,22,0,0,0.00,49.14,1.1,-1.68,56,-11.90,31,1.0,1.0,1115,5388,0,150
179.79,3534.0,3394,14,26,53,51,97,1.00,6.2,22,0,0,0.00,48.84,2.6,1.01,127,-12.10,31,1.0,1.0,1183,5880,0,150
180.04,3423.8,3380,14,26,53,51,97,1.00,6.2,22,0,0,0.00,48.88,1.8,0.43,86,-8.19,31,1.0,1.0,977,5880,0,150
180.29,3419.5,3451,13,26,53,51,97,1.00,6.1,22,0,0,0.00,48.88,1.3,1.17,65,-8.19,31,1.0,1.0,1161,5712,0,151
180.54,3440.5,3498,14,26,53,51,97,1.00,6.4,22,0,0,0.00,48.95,1.1,-2.36,52,-6.44,31,1.0,1.0,1141,5712,0,151
180.79,3450.6,3493,13,26,53,51,97,1.00,6.3,23,0,0,0.00,48.92,0.4,3.52,18,-10.82,31,1.0,1.0,1151,5664,0,151
181.04,3379.7,3597,13,26,53,51,97,1.00,6.7,23,0,0,0.00,48.92,0.8,-1.05,37,-10.82,31,1.0,1.0,1153,5664,0,151
181.29,3629.8,3466,13,26,53,51,96,1.00,6.1,23,0,0,0.00,48.89,3.3,-4.56,160,-7.51,31,1.0,1.0,982,5496,0,152
181.54,3559.2,3416,14,26,53,51,96,1.00,6.1,23,0,0,0.00,48.89,3.2,-2.22,159,-7.51,31,1.0,1.0,1184,5496,0,152
181.79,3483.2,3526,14,26,53,51,96,1.00,6.7,23,0,0,0.00,48.58,0.6,-2.60,28,-8.03,31,1.0,1.0,1116,4872,0,152
182.04,3587.7,3430,14,26,53,51,96,1.00,6.3,23,0,0,0.00,48.94,2.2,-2.64,108,-5.18,31,1.0,1.0,1025,4872,0,152
182.29,3459.9,3496,14,26,53,51,97,1.00,6.9,23,0,0,0.00,48.94,1.5,-2.97,74,-5.44,31,1.0,1.0,1160,5628,0,153
182.54,3621.4,3513,14,26,53,51,97,1.00,6.7,23,0,0,0.00,48.71,2.8,-5.12,138,-5.44,31,1.0,1.0,1159,5628,0,153
182.79,3431.6,3460,14,26,53,51,97,1.00,6.4,23,0,0,0.00,48.62,1.0,-1.36,49,-2.91,31,1.0,1.0,1156,5220,0,153
183.04,3565.7,3449,14,26,53,51,97,1.00,6.6,23,0,0,0.00,48.62,2.7,-5.58,132,-2.91,31,1.0,1.0,1026,5220,0,153
183.29,3475.9,3456,14,26,53,51,97,1.00,6.6,23,0,0,0.00,48.91,1.6,1.76,80,-4.39,31,1.0,1.0,1196,4908,0,154
183.54,3476.0,3416,14,26,53,51,97,1.00,6.4,23,0,0,0.00,48.91,2.8,-4.60,135,-1.53,31,1.0,1.0,1162,4908,0,154
183.79,3500.5,3407,13,26,53,51,97,1.00,6.2,23,0,0,0.00,48.97,2.5,-1.52,124,-1.53,31,1.0,1.0,980,6156,0,154
184.04,3334.3,3468,14,26,53,51,97,1.00,6.5,23,0,0,0.00,49.47,1.2,-4.00,57,-1.25,31,1.0,1.0,1186,6156,0,154
184.29,3479.7,3510,14,26,53,51,97,1.00,6.5,23,0,0,0.00,49.47,1.2,0.23,57,2.22,31,1.0,1.0,1134,5292,0,155
184.54,3486.3,3464,14,26,53,51,97,1.00,6.5,23,0,0,0.00,48.80,0.8,-1.97,38,2.22,31,1.0,1.0,994,5292,0,155
184.79,3394.7,3496,13,26,53,51,97,1.00,6.2,23,0,0,0.00,48.62,2.3,-2.80,112,0.14,31,1.0,1.0,1160,5640,0,155
185.04,3357.8,3523,13,26,53,51,97,1.00,6.4,23,0,0,0.00,48.62,-0.4,2.30,-18,0.14,31,1.0,1.0,1150,5640,0,155
185.29,3554.4,3513,14,26,53,51,97,1.00,6.4,23,0,0,0.00,48.92,2.2,-0.72,107,2.18,31,1.0,1.0,1152,5748,0,156
185.54,3414.9,3602,13,26,53,51,97,1.00,6.5,23,0,0,0.00,49.10,0.5,0.98,24,-0.94,31,1.0,1.0,1149,5748,0,156
185.79,3570.2,3554,13,26,53,51,97,1.00,6.5,23,0,0,0.00,49.10,2.6,-2.16,125,-0.94,31,1.0,1.0,983,5340,0,156
186.04,3496.3,3442,13,26,53,51,97,1.00,6.4,23,0,0,0.00,48.78,0.7,-2.10,33,-10.22,31,1.0,1.0,1164,5340,0,156
186.29,3571.4,3492,13,26,53,51,97,1.00,6.1,23,0,0,0.00,48.49,0.2,-1.86,9,3.07,31,1.0,1.0,1013,5832,0,157
186.54,3570.2,3500,13,26,53,51,97,1.00,6.3,23,0,0,0.00,48.49,0.9,-2.09,43,3.07,31,1.0,1.0,1100,5832,0,157
186.79,3535.9,3496,14,26,53,51,97,1.00,6.4,23,0,0,0.00,48.94,2.2,-4.62,107,2.21,31,1.0,1.0,1199,5436,0,157
187.04,3495.7,3621,14,26,53,51,97,1.00,6.7,23,0,0,0.00,48.94,1.6,-2.90,78,2.21,31,1.0,1.0,982,5436,0,157
187.29,3462.2,3498,13,26,53,51,97,1.00,6.3,23,0,0,0.00,48.76,2.4,-3.58,116,-3.78,31,1.0,1.0,1180,5292,0,158
187.54,3349.1,3426,13,26,53,51,97,1.00,6.3,23,0,0,0.00,48.77,1.6,-0.63,79,-8.02,31,1.0,1.0,1191,5292,0,158
187.79,3441.0,3385,14,26,53,51,97,1.00,6.2,23,0,0,0.00,48.77,1.6,-3.17,78,-8.02,31,1.0,1.0,1118,5460,0,158
188.04,3459.4,3440,13,26,53,51,97,1.00,6.2,23,0,0,0.00,49.09,0.7,0.57,36,-9.08,31,1.0,1.0,1143,5460,0,158
188.29,3481.4,3508,14,26,53,51,97,1.00,6.3,23,0,0,0.00,49.19,1.7,-0.04,84,-5.27,31,1.0,1.0,971,5352,0,159
188.54,3337.7,3365,13,26,53,51,97,1.00,6.6,23,0,0,0.00,49.19,1.2,-0.48,57,-5.27,31,1.0,1.0,1176,5352,0,159
188.79,3486.6,3552,14,26,54,51,97,1.00,6.8,23,0,0,0.00,48.91,1.9,-1.90,95,-9.82,31,1.0,1.0,1197,5628,0,159
189.04,3513.9,3542,13,26,54,51,97,1.00,6.6,23,0,0,0.00,48.91,2.4,-1.80,115,-14.31,31,1.0,1.0,978,5628,0,159
189.29,3455.5,3500,14,26,54,52,97,1.00,6.3,23,0,0,0.00,49.31,0.8,0.40,40,-14.31,31,1.0,1.0,1167,5748,0,160
189.54,3443.1,3433,14,26,54,52,97,1.00,6.3,23,0,0,0.00,48.91,1.0,2.07,50,-10.06,31,1.0,1.0,1183,5748,0,160
189.79,3481.0,3373,14,26,54,52,97,1.00,6.5,23,0,0,0.00,48.91,0.0,1.19,1,-4.07,31,1.0,1.0,1111,5472,0,160
190.04,3494.9,3529,14,26,54,52,97,1.00,6.4,23,0,0,0.00,48.93,1.9,-3.42,93,-4.07,31,1.0,1.0,1169,5472,0,160
190.29,3587.5,3486,13,26,54,52,97,1.00,6.4,24,0,0,0.00,48.76,3.2,-4.01,155,-10.64,31,1.0,1.0,1020,5136,0,161
190.54,3598.5,3506,13,26,54,52,97,1.00,6.4,24,0,0,0.00,48.76,2.9,-5.13,141,-10.64,31,1.0,1.0,1100,5136,0,161
190.79,3507.7,3477,13,26,54,52,97,1.00,6.4,24,0,0,0.00,48.88,1.8,-4.43,89,-3.02,31,1.0,1.0,1168,5604,0,161
191.04,3504.1,3478,13,26,54,52,97,1.00,6.3,24,0,0,0.00,48.88,1.1,-2.64,51,-7.76,31,1.0,1.0,967,5604,0,161
191.29,3488.2,3535,13,26,54,52,96,1.00,6.3,24,0,0,0.00,48.88,3.3,-5.41,163,-7.76,31,1.0,1.0,1166,5184,0,162
191.54,3466.2,3501,13,26,54,52,96,1.00,6.7,24,0,0,0.00,49.24,0.2,-2.19,9,-2.40,31,1.0,1.0,1168,5184,0,162
191.79,3424.4,3482,14,26,54,52,96,1.00,6.2,24,0,0,0.00,48.53,0.6,-2.33,28,2.08,31,1.0,1.0,1141,5628,0,162
192.04,3334.8,3478,14,26,54,52,96,1.00,6.5,24,0,0,0.00,48.53,0.3,3.65,16,2.08,31,1.0,1.0,1142,5628,0,162
192.29,3558.1,3484,14,26,55,52,97,1.00,6.6,24,0,0,0.00,49.23,2.1,-3.86,104,-4.64,31,1.0,1.0,990,5472,0,163
192.54,3477.6,3528,15,26,55,52,97,1.00,7.2,24,0,0,0.00,49.23,3.0,2.99,149,-4.64,31,1.0,1.0,1184,5472,0,163
192.79,3366.5,3474,16,26,55,53,97,1.00,8.0,24,0,0,0.00,47.97,2.4,2.99,116,-9.99,31,1.0,1.0,1178,5184,0,163
193.04,3447.9,3485,18,26,55,53,97,1.00,8.7,24,0,0,0.00,47.98,1.8,3.27,85,-2.40,31,1.0,1.0,1243,5184,0,163
193.29,3465.5,3351,19,26,55,53,96,1.00,9.1,24,0,0,0.00,47.98,2.6,2.59,126,-2.40,31,1.0,1.0,1261,5832,0,164
193.54,3514.5,3522,21,26,55,53,96,1.00,9.9,24,0,0,0.00,47.97,4.2,-0.10,201,-5.52,31,1.0,1.0,1243,5832,0,164
193.79,3528.2,3408,22,26,55,53,96,1.00,10.4,24,0,0,0.00,47.99,4.2,0.92,204,-6.13,31,1.0,1.0,1265,5628,0,164
194.04,3646.7,3565,24,26,55,53,96,1.00,11.4,24,0,0,0.00,47.99,5.6,0.16,272,-6.13,31,1.0,1.0,1303,5628,0,164
194.29,3399.7,3554,26,26,55,53,96,1.00,12.0,24,0,0,0.00,48.02,5.4,1.27,258,-10.92,31,1.0,1.0,1329,5208,0,165
194.54,3458.6,3475,28,26,55,53,96,1.00,12.2,24,0,0,0.00,48.02,5.2,2.39,250,-6.37,31,1.0,1.0,1359,5208,0,165
194.79,3390.2,3388,30,26,55,53,96,1.00,12.8,24,0,0,0.00,48.07,7.6,2.43,367,-6.37,31,1.0,1.0,1175,5832,0,165
195.04,3330.3,3413,31,26,55,53,96,1.00,12.8,24,0,0,0.00,48.02,7.1,3.50,339,-9.14,31,1.0,1.0,1356,5832,0,165
195.29,3549.6,3408,34,26,56,53,97,1.00,13.5,24,0,0,0.00,48.02,7.9,2.72,377,-7.93,31,1.4,1.0,1633,5556,0,166
195.54,3573.1,3589,35,26,56,53,97,1.00,14.9,24,0,0,0.00,48.04,7.6,0.26,364,-7.93,31,1.4,1.1,1569,5556,0,166
195.79,3514.8,3592,37,26,56,53,97,1.00,15.4,24,0,0,0.00,48.06,7.7,2.86,370,-18.50,31,1.4,1.2,1673,5832,0,166
196.04,3608.7,3502,39,26,56,53,97,1.00,15.2,24,0,0,0.00,48.06,8.0,1.13,384,-18.50,31,1.4,1.3,1937,5832,0,166
196.29,3699.5,3698,41,26,56,54,97,1.00,16.3,25,0,0,0.00,48.01,9.7,-0.00,464,-12.93,31,2.2,1.5,2365,5628,0,167
196.54,3727.4,3759,43,26,56,54,97,1.00,16.9,25,0,0,0.00,48.01,10.4,2.91,502,-16.41,31,2.2,1.7,2575,5628,0,167
196.79,3698.6,3808,45,26,56,54,97,1.00,17.2,25,0,0,0.00,47.97,8.4,2.53,402,-16.41,31,2.2,1.9,2519,5232,0,167
197.04,3814.8,3830,46,26,56,54,97,1.00,17.6,25,0,0,0.00,47.97,9.1,2.66,435,-11.68,31,2.2,2.1,2808,5232,0,167
197.29,3870.3,3794,49,26,56,54,97,1.00,17.1,25,0,0,0.00,47.97,10.1,0.53,483,-16.87,31,2.9,2.5,2962,5340,0,168
197.54,3819.4,3832,50,26,56,54,97,1.00,17.3,25,0,0,0.00,47.97,11.8,2.63,567,-16.87,31,2.9,2.7,2993,5340,0,168
197.79,3928.6,3929,53,26,57,54,97,1.00,17.9,25,0,0,0.00,47.98,13.8,0.89,663,-19.80,31,2.9,3.1,3096,5400,0,168
198.04,4004.2,4061,54,26,57,54,97,1.07,18.2,25,971,1681,3450.00,47.98,14.9,2.87,718,-19.80,31,2.9,3.1,2277,5400,0,168
198.29,4176.5,4204,56,26,57,54,97,1.07,17.2,25,971,1681,3450.00,48.11,16.8,-0.95,807,-24.28,31,3.1,3.0,2819,5400,0,169
198.54,4158.2,4167,57,26,57,54,97,1.07,16.9,25,971,1681,3450.00,48.20,19.3,2.29,926,-26.03,31,3.1,3.1,2749,5400,0,169
198.79,4348.5,4194,59,26,57,55,97,1.07,17.1,25,971,1681,3450.00,48.20,22.8,-0.31,1093,-26.03,31,3.1,3.1,2486,4992,0,169
199.04,4270.6,4306,60,26,57,55,97,1.07,17.2,25,971,1681,3450.00,48.22,21.9,2.72,1052,-30.77,31,3.1,3.1,2526,4992,0,169
199.29,4401.3,4366,63,26,57,55,97,1.07,17.4,25,971,1681,3450.00,48.12,27.5,2.48,1322,-32.12,31,3.1,3.1,2605,5448,0,170
199.54,4478.6,4409,65,26,57,55,97,1.07,17.5,25,971,1681,3450.00,48.12,25.4,-1.05,1221,-32.12,32,3.1,3.1,2586,5448,0,170
199.79,4636.3,4544,66,26,58,55,97,1.07,17.9,26,971,1681,3450.00,48.19,30.6,4.13,1473,-35.98,31,3.1,3.1,2557,5880,0,170
200.04,4560.9,4588,68,26,58,55,97,1.12,17.8,26,674,745,3450.00,48.19,31.8,1.39,1531,-35.98,31,3.1,3.1,2624,5880,0,170
200.29,4739.5,4672,70,26,58,55,96,1.12,17.4,26,674,745,3450.00,48.07,33.5,-1.33,1611,-43.39,32,3.1,3.1,2648,5280,0,171
200.54,4803.2,4712,71,26,58,55,96,1.12,17.5,26,674,745,3450.00,48.26,35.0,-0.64,1685,-34.71,32,3.1,3.1,2562,5280,0,171
200.79,4795.4,4803,73,26,58,55,96,1.12,18.0,26,674,745,3450.00,48.26,37.1,0.11,1784,-50.65,32,3.1,3.1,2579,5652,0,171
201.04,4924.1,4858,75,26,58,55,96,1.12,18.1,26,674,745,3450.00,48.14,36.9,3.42,1774,-50.65,32,3.1,3.1,2575,5652,0,171
201.29,4971.0,4884,76,26,58,56,97,1.12,18.3,26,674,745,3450.00,48.19,36.9,-0.95,1774,-50.94,32,3.1,3.1,2561,5604,1,172
201.54,4987.8,5031,78,26,58,56,97,1.12,19.0,26,674,745,3450.00,48.19,40.8,3.04,1964,-50.94,32,3.1,3.1,2671,5604,1,172
201.79,5031.6,5100,80,26,59,56,97,1.12,19.7,26,674,745,3450.00,48.22,43.2,4.56,2081,-53.85,32,3.1,3.1,2615,5916,0,172
202.04,5096.6,5116,84,26,59,56,97,1.12,20.1,26,562,543,3449.00,48.22,43.9,1.40,2113,-47.01,32,3.1,3.1,2698,5916,0,172
202.29,5211.0,5177,85,26,59,56,97,1.12,20.8,26,562,543,3449.00,48.17,43.8,-0.76,2112,-47.01,32,3.1,3.1,2671,5748,0,173
202.54,5233.8,5208,88,26,59,56,97,1.12,21.3,26,562,543,3449.00,48.22,47.9,2.21,2307,-55.27,33,3.1,3.1,2689,5748,1,173
202.79,5407.6,5381,89,26,60,56,97,1.12,23.0,26,562,543,3449.00,48.22,49.2,-0.58,2370,-58.54,33,3.1,3.1,2721,5340,1,173
203.04,5421.8,5384,91,26,60,56,97,1.12,23.0,27,562,543,3449.00,48.20,48.8,-1.52,2352,-58.54,32,3.1,3.1,2740,5340,1,173
203.29,5551.5,5450,94,26,60,57,96,1.12,24.3,27,562,543,3449.00,48.21,55.0,-1.47,2649,-57.77,33,3.1,3.1,2768,5748,1,174
203.54,5633.8,5538,96,26,60,57,96,1.12,25.1,27,562,543,3449.00,48.21,54.8,-1.21,2642,-57.77,33,3.1,3.1,2823,5748,1,174
203.79,5722.7,5615,99,26,60,57,96,1.12,25.7,27,562,543,3449.00,48.35,55.8,0.63,2690,-58.79,34,3.1,3.1,2901,5556,1,174
204.04,6353.2,6358,100,26,60,57,96,1.12,30.5,27,562,543,3449.00,48.35,67.0,4.38,3231,-65.49,34,3.1,3.1,2841,5556,1,174
204.29,7584.7,7728,100,26,60,57,97,1.20,36.7,27,539,527,3431.00,48.39,83.1,0.16,4008,-65.49,34,3.1,3.0,3160,5856,1,175
204.54,8445.1,8192,100,26,60,57,97,1.20,37.7,27,539,527,3431.00,48.44,93.7,0.61,4524,-63.78,34,3.1,3.0,3317,5856,1,175
