Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
14.29,0.0,0,5,25,47,47,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.15,-6,0.00,30,3.1,0.8,0,5268,0,0
14.54,0.0,0,5,25,47,47,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.15,-6,0.00,30,3.1,0.8,0,5268,0,0
14.79,0.0,0,5,25,47,47,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.15,-6,0.00,30,3.1,0.8,0,5448,0,0
15.04,0.0,0,5,25,47,47,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.14,-5,0.00,30,3.1,0.8,0,5448,0,0
15.29,0.0,0,5,25,47,47,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.16,-6,0.00,30,3.1,0.8,0,5064,0,0
15.54,0.0,0,5,25,47,47,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.16,-6,0.00,30,3.1,0.8,0,5064,0,0
15.79,0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.32,-0.1,0.18,-7,0.00,30,3.1,0.8,0,5232,0,0
16.04,0.2,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.14,-6,0.00,30,3.1,0.8,0,5232,0,0
16.29,0.2,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5124,0,0
16.54,-0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-5,0.00,30,3.1,0.8,0,5124,0,0
16.79,0.2,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,30,3.1,0.8,0,5256,0,0
17.04,0.0,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5256,0,0
17.29,-0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5268,0,0
17.54,0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5268,0,0
17.79,-0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,4920,0,0
18.04,0.2,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-5,0.00,31,3.1,0.8,0,4920,0,0
18.29,-0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5376,0,0
18.54,-0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5376,0,0
18.79,0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-6,0.00,31,3.1,0.8,0,5508,0,0
19.04,0.1,0,5,25,46,46,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5508,0,0
19.29,0.0,0,5,25,45,46,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5124,0,0
19.54,-0.1,0,5,25,45,46,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5124,0,0
19.79,0.1,0,5,25,45,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5136,0,0
20.04,0.2,0,5,25,45,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-5,0.00,31,3.1,0.8,0,5136,0,0
20.29,-0.3,0,5,25,45,45,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5364,0,0
20.54,-0.1,0,5,25,45,45,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-6,0.00,31,3.1,0.8,0,5364,0,0
20.79,0.1,0,5,25,45,45,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5076,0,0
21.04,-0.1,0,5,25,45,45,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5076,0,0
21.29,-0.3,0,5,25,45,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.15,-7,0.00,31,3.1,0.8,0,5100,0,0
21.54,-0.1,0,5,25,45,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.15,-6,0.00,31,3.1,0.8,0,5100,0,0
21.79,-0.0,0,5,25,44,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5268,0,0
22.04,-0.1,0,5,25,44,45,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5268,0,0
22.29,-0.0,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5340,0,0
22.54,0.2,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5340,0,0
22.79,-0.1,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-5,0.00,31,3.1,0.8,0,5508,0,0
23.04,0.1,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-6,0.00,31,3.1,0.8,0,5508,0,0
23.29,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5028,0,0
23.54,-0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.09,-5,0.00,31,3.1,0.8,0,5028,0,0
23.79,0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,4740,0,0
24.04,0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-5,0.00,31,3.1,0.8,0,4740,0,0
24.29,0.2,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.13,-5,0.00,31,3.1,0.8,0,5316,0,0
24.54,-0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5316,0,0
24.79,-0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.12,-6,0.00,31,3.1,0.8,0,5196,0,0
25.04,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-6,0.00,31,3.1,0.8,0,5196,0,0
25.29,-0.2,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-6,0.00,31,3.1,0.8,0,5280,0,0
25.54,-0.1,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5280,0,0
25.79,-0.1,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.08,-5,0.00,31,3.1,0.8,0,5100,0,0
26.04,-0.1,0,5,25,44,44,96,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5100,0,0
26.29,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-6,0.00,31,3.1,0.8,0,4800,0,0
26.54,-0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,4800,0,0
26.79,-0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5232,0,0
27.04,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.09,-5,0.00,31,3.1,0.8,0,5232,0,0
27.29,-0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5052,0,0
27.54,0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.11,-5,0.00,31,3.1,0.8,0,5052,0,0
27.79,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.1,0.10,-5,0.00,31,3.1,0.8,0,5052,0,0
28.04,0.1,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.33,-0.4,0.39,-18,0.00,31,3.1,0.6,0,5052,0,0
28.29,0.3,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.27,-0.4,0.42,-19,0.00,31,3.1,0.4,2189,5484,0,0
28.54,0.0,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.27,-0.4,0.42,-20,0.00,31,3.1,0.6,3183,5484,0,0
28.79,0.4,0,5,25,44,44,97,0.00,-0.0,0,0,0,0.00,48.26,-0.4,0.45,-21,0.00,31,3.1,1.2,3869,5484,0,0
29.04,0.3,0,5,25,44,44,97,1.00,-0.0,0,0,0,0.00,48.25,-0.5,0.47,-22,0.00,31,3.1,1.6,4213,5484,0,0
29.29,1.4,0,20,25,44,44,97,1.00,-0.0,0,0,0,0.00,48.25,-0.7,0.53,-34,0.00,31,3.1,2.8,3804,4992,0,1
29.54,2583.1,2256,20,25,44,44,97,1.00,10.0,0,0,0,0.00,48.16,-8.3,31.30,-400,0.00,31,3.1,3.1,3843,4992,0,1
29.79,3114.8,3022,19,25,44,43,97,1.00,10.2,0,0,0,0.00,47.33,-7.5,6.24,-363,8.10,31,3.1,3.3,2318,5148,0,1
30.04,3057.1,3090,33,25,44,43,97,1.00,16.9,0,0,0,0.00,47.33,-8.5,9.32,-407,8.10,31,3.1,3.1,1878,5148,0,1
30.29,4186.9,3976,48,25,44,43,97,1.00,22.5,0,0,0,0.00,47.26,-1.6,5.07,-77,7.47,31,1.0,2.9,2424,4764,0,2
30.54,4057.2,3958,49,25,44,43,97,1.00,22.0,0,0,0,0.00,48.80,2.1,-2.45,101,-7.81,31,1.0,2.8,2557,4764,0,2
30.79,4003.6,3861,49,25,43,43,97,1.00,20.7,0,0,0,0.00,48.80,2.8,-2.68,135,-7.81,31,1.0,2.8,2509,5244,0,2
31.04,4089.7,3984,49,25,43,43,97,1.00,20.9,0,0,0,0.00,48.83,4.1,-1.61,199,-9.44,31,1.0,2.7,2518,5244,0,2
31.29,4220.4,3903,46,25,43,43,97,1.00,19.2,1,0,0,0.00,49.47,8.5,-9.33,408,-16.64,31,3.1,2.8,3304,5016,0,3
31.54,4324.3,4274,42,25,43,43,97,1.00,21.7,1,0,0,0.00,49.47,7.2,-12.82,349,-16.64,31,3.1,3.1,3564,5016,0,3
31.79,4177.6,4016,38,25,44,43,97,1.00,15.6,1,0,0,0.00,49.23,3.7,-7.64,180,1.16,31,3.1,3.3,2516,4488,0,3
32.04,4170.9,4343,37,25,44,43,97,1.00,19.8,1,0,0,0.00,49.23,4.4,-3.56,213,1.16,31,3.1,3.1,2262,4488,0,3
32.29,4356.5,4189,32,25,44,43,96,1.00,13.7,1,0,0,0.00,49.52,6.7,-9.34,326,-17.17,31,3.1,3.1,2507,5124,0,4
32.54,4200.3,4281,28,25,44,43,96,1.00,10.4,1,0,0,0.00,49.56,5.9,1.89,292,-10.66,31,3.1,3.1,2616,5124,0,4
32.79,4170.6,4108,27,25,44,43,96,1.00,13.8,1,0,0,0.00,49.56,4.6,-5.80,227,-13.16,31,3.1,3.1,2443,4824,0,4
33.04,3863.9,4104,25,25,44,43,96,1.00,14.8,1,0,0,0.00,48.72,-0.9,6.16,-46,-13.16,31,3.1,3.1,2374,4824,0,4
33.29,4068.9,4022,25,25,44,43,97,1.00,14.0,1,0,0,0.00,48.81,2.9,-3.45,145,-11.60,31,2.2,3.1,2415,5412,0,5
33.54,3959.5,3968,25,25,44,43,97,1.00,13.7,1,0,0,0.00,48.81,3.0,-6.44,150,-11.60,31,2.2,3.1,2359,5412,0,5
33.79,3974.6,3878,24,25,44,44,97,1.00,13.2,1,0,0,0.00,48.24,4.7,0.85,231,2.55,31,2.2,3.0,2191,5736,0,5
34.04,4008.8,4083,24,25,44,44,97,1.00,14.3,1,0,0,0.00,48.24,1.7,-0.61,85,-12.57,31,2.2,2.9,2186,5736,0,5
34.29,3976.0,3997,24,25,44,44,97,1.00,13.6,1,0,0,0.00,48.78,-0.5,-1.34,-23,-12.57,31,2.2,2.8,2035,5364,0,6
34.54,4009.0,3972,22,25,44,44,97,1.00,4.8,1,0,0,0.00,48.26,5.0,-0.45,244,-5.45,31,2.2,2.7,2070,5364,0,6
34.79,3904.9,3925,23,25,44,44,97,1.00,12.7,1,0,0,0.00,48.26,3.3,-2.21,163,-1.95,31,2.2,2.6,1893,5088,0,6
35.04,3935.0,3908,23,25,44,44,97,1.00,12.7,1,0,0,0.00,48.60,1.7,-3.53,84,-1.95,31,2.2,2.5,1868,5088,0,6
35.29,3926.2,3918,23,25,44,44,96,1.00,12.6,2,0,0,0.00,48.45,0.5,2.71,25,-7.94,31,1.6,2.3,1685,4944,0,7
35.54,4035.9,4056,23,25,44,44,96,1.00,11.2,2,0,0,0.00,48.45,0.1,1.53,3,-7.94,31,1.6,2.1,1597,4944,0,7
35.79,4016.8,4052,24,25,44,44,96,1.00,13.9,2,0,0,0.00,49.05,1.0,-1.71,47,-5.97,31,1.6,2.0,1734,4872,0,7
36.04,4175.7,3832,24,25,44,44,96,1.00,12.3,2,0,0,0.00,49.05,6.2,-10.35,299,-6.75,31,1.6,1.9,1667,4872,0,7
36.29,4040.7,3986,25,25,44,44,97,1.00,14.5,2,0,0,0.00,48.77,0.4,2.66,20,-6.75,31,1.8,1.8,1798,5388,0,8
36.54,4081.5,3883,25,25,44,44,97,1.00,13.6,2,0,0,0.00,49.28,2.5,-0.70,123,-4.28,31,1.8,1.8,1962,5388,0,8
36.79,4085.2,3998,25,25,45,44,97,1.00,14.0,2,0,0,0.00,49.28,3.5,-6.64,169,-7.38,31,1.8,1.8,1958,4728,0,8
37.04,3943.3,4035,26,25,45,44,97,1.00,14.7,2,0,0,0.00,48.78,-0.4,-2.29,-18,-7.38,31,1.8,1.8,1893,4728,0,8
37.29,4042.9,3929,26,25,45,44,97,1.00,13.9,2,0,0,0.00,48.74,2.0,-4.69,99,-16.15,31,2.0,1.9,2467,5232,0,9
37.54,4025.3,4097,26,25,45,44,97,1.00,14.8,2,0,0,0.00,48.74,0.8,-3.21,40,-16.15,31,2.0,2.1,2494,5232,0,9
37.79,3977.5,4118,26,25,45,44,97,1.00,14.9,2,0,0,0.00,49.29,1.5,-1.31,72,-10.69,31,2.0,2.1,1846,5136,0,9
38.04,3903.3,3864,26,25,45,44,97,1.00,13.7,2,0,0,0.00,48.23,3.0,0.47,147,-7.06,31,2.0,2.0,1730,5136,0,9
38.29,3911.1,3978,26,25,45,44,96,1.00,14.6,2,0,0,0.00,48.23,1.2,-3.28,58,-7.06,31,2.0,2.0,2101,4956,0,10
38.54,4123.7,4065,26,25,45,44,96,1.00,15.6,2,0,0,0.00,48.34,1.9,-2.31,92,0.47,31,2.0,2.0,2177,4956,0,10
38.79,3883.3,3970,26,25,45,44,96,1.00,13.5,2,0,0,0.00,48.70,1.1,6.01,55,-9.27,31,2.0,2.1,1974,5040,0,10
39.04,3982.5,4000,26,25,45,44,96,1.00,14.5,2,0,0,0.00,48.70,2.6,-4.46,124,-9.27,31,2.0,2.1,2018,5040,0,10
39.29,4019.2,4105,26,25,45,44,97,1.00,15.5,2,0,0,0.00,48.70,2.0,-1.88,98,-4.57,31,2.3,2.1,2148,4968,0,11
39.54,3970.2,3944,27,25,45,44,97,1.00,14.8,2,0,0,0.00,48.70,-2.2,-1.49,-106,-4.57,31,2.3,2.1,2226,4968,0,11
39.79,4035.5,3925,28,25,46,44,97,1.00,15.4,3,0,0,0.00,48.33,1.8,-4.68,89,-18.13,31,2.3,2.4,2798,5208,0,11
40.04,3858.4,3981,27,25,46,44,97,1.00,15.2,3,0,0,0.00,49.28,-0.3,-3.51,-15,-5.78,31,2.3,2.5,2229,5208,0,11
40.29,4034.1,3952,28,25,46,44,97,1.00,14.8,3,0,0,0.00,49.28,3.0,-2.19,144,-5.78,31,2.3,2.4,1846,5484,0,12
40.54,4090.2,4066,29,25,46,44,97,1.00,15.4,3,0,0,0.00,48.58,2.7,-3.14,130,-7.10,31,2.3,2.3,2119,5484,0,12
40.79,4101.0,3884,29,25,46,45,97,1.00,15.1,3,0,0,0.00,48.58,2.4,4.21,118,-1.67,31,2.3,2.3,2344,4596,0,12
41.04,4007.8,3971,29,25,46,45,97,1.00,15.4,3,0,0,0.00,48.58,0.7,0.70,32,-1.67,31,2.3,2.3,2273,4596,0,12
41.29,3996.5,3948,30,25,46,45,97,1.00,16.0,3,0,0,0.00,48.85,0.2,-0.54,8,-10.27,31,2.6,2.5,2823,5592,0,13
41.54,3846.9,3831,29,25,46,45,97,1.00,15.4,3,0,0,0.00,48.85,0.1,0.52,7,-3.15,31,2.6,2.6,2840,5592,0,13
41.79,3694.2,3812,29,25,46,45,97,1.00,15.1,3,0,0,0.00,48.74,1.6,0.01,80,-3.15,31,2.6,2.7,2130,5652,0,13
42.04,3833.5,3760,29,25,46,45,97,1.00,15.1,3,0,0,0.00,48.98,1.2,-0.91,60,1.71,31,2.6,2.6,1998,5652,0,13
42.29,3694.5,3626,30,25,46,45,96,1.00,14.6,3,0,0,0.00,48.98,3.6,5.30,178,-2.33,31,2.6,2.5,2318,5280,0,14
42.54,3881.0,3787,30,25,46,45,96,1.00,15.4,3,0,0,0.00,48.82,2.9,-5.22,143,-2.33,31,2.6,2.6,2395,5280,0,14
42.79,3775.3,3768,30,25,46,45,96,1.00,15.3,3,0,0,0.00,48.46,2.7,-3.04,132,-22.12,31,2.6,2.6,2263,5220,0,14
43.04,3776.6,3765,30,25,46,45,96,1.00,15.6,3,0,0,0.00,48.46,1.6,-1.28,77,-22.12,31,2.6,2.6,2309,5220,0,14
43.29,3969.3,3952,30,25,46,45,97,1.00,17.4,3,0,0,0.00,48.84,4.3,-3.21,208,-1.45,31,2.6,2.6,2238,5352,0,15
43.54,3740.2,3810,30,25,46,45,97,1.00,14.6,4,0,0,0.00,48.84,3.4,-3.07,163,-9.46,31,2.6,2.6,2378,5352,0,15
43.79,3656.4,3613,30,25,47,46,97,1.00,14.9,4,0,0,0.00,48.71,1.5,-0.26,74,-9.46,31,2.6,2.6,2316,5280,0,15
44.04,3830.6,3998,29,25,47,46,97,1.00,16.7,4,0,0,0.00,49.10,2.7,-2.20,133,-6.65,31,2.6,2.6,2243,5280,0,15
44.29,3866.9,3952,29,25,47,46,97,1.00,16.2,4,0,0,0.00,49.10,4.6,-7.03,225,-3.52,31,2.6,2.6,2356,5196,0,16
44.54,3596.1,3593,28,25,47,46,97,1.00,14.8,4,0,0,0.00,49.14,3.0,2.69,145,-3.52,31,2.6,2.6,2303,5196,0,16
44.79,3699.5,3563,29,25,47,46,97,1.00,14.3,4,0,0,0.00,48.83,3.2,-6.94,157,-2.42,31,2.6,2.6,2334,5448,0,16
