Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Actual BSFC /  Expected BSFC,Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
2.54,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,-0.24,-5,0.0,21,3.1,3.5,1963,569,0,3
2.79,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,0.0,-0.3,-2,0.0,21,3.1,2.8,0,904,0,3
3.04,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.32,-2,0.0,21,3.1,2.8,0,1088,0,3
3.29,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,0.0,-0.26,-2,0.0,21,3.1,2.8,0,1525,0,4
3.54,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,0.0,-0.31,-2,0.0,21,3.1,2.7,0,1603,0,4
3.79,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,0.0,-0.32,-2,0.0,21,3.1,2.7,0,2038,0,4
4.04,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,-0.1,-0.04,-3,0.0,21,3.1,2.7,0,2147,0,4
4.29,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.32,-3,0.0,21,3.1,2.7,0,2520,0,5
4.54,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.3,-3,0.0,21,3.1,2.7,0,2544,0,5
4.79,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-3,0.0,21,3.1,2.7,0,2920,0,5
5.04,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.27,-3,0.0,21,3.1,2.7,0,3011,0,5
5.29,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.24,-3,0.0,21,3.1,2.7,0,3367,0,6
5.54,0.0,0,5,20,21,21,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,-0.1,-0.27,-4,0.0,21,3.1,2.7,0,3453,0,6
5.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.97,-0.1,-0.31,-4,0.0,21,3.1,2.7,0,3743,0,6
6.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.22,-4,0.0,21,3.1,2.7,0,3864,0,6
6.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.24,-4,0.0,21,3.1,2.7,0,3958,0,7
6.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.23,-4,0.0,21,3.1,2.7,0,3963,0,7
6.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-5,0.0,21,3.1,2.7,0,3947,0,7
7.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.23,-4,0.0,21,3.1,2.7,0,3951,0,7
7.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.12,-5,0.0,21,3.1,2.7,0,3942,0,8
7.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.22,-5,0.0,21,3.1,2.7,0,3935,0,8
7.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.25,-5,0.0,21,3.1,2.7,0,3950,0,8
8.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.24,-5,0.0,21,3.1,2.7,0,3897,0,8
8.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,21,3.1,2.7,0,3984,0,9
8.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.3,-4,0.0,21,3.1,2.7,0,3966,0,9
8.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.1,-4,0.0,21,3.1,2.7,0,3932,0,9
9.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.15,-5,0.0,21,3.1,2.7,0,3950,0,9
9.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.29,-5,0.0,21,3.1,2.6,0,3930,0,10
9.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.08,-5,0.0,21,3.1,2.6,0,3921,0,10
9.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.26,-5,0.0,21,3.1,2.7,0,3942,0,10
10.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.93,-0.1,-0.34,-5,0.0,21,3.1,2.7,0,3936,0,10
10.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.06,-5,0.0,21,3.1,2.7,0,3893,0,11
10.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-5,0.0,21,3.1,2.6,0,3917,0,11
10.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.22,-4,0.0,21,3.1,2.6,0,3936,0,11
11.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.21,-4,0.0,21,3.1,2.6,0,3905,0,11
11.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,-0.17,-4,0.0,21,3.1,2.6,0,3964,0,12
11.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.06,-5,0.0,21,3.1,2.6,0,3957,0,12
11.79,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.15,-5,0.0,21,3.1,2.6,0,3928,0,12
12.04,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.93,-0.1,-0.16,-5,0.0,21,3.1,2.6,0,3920,1,12
12.29,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.11,-6,0.0,21,3.1,2.6,0,3962,1,13
12.54,0.8,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.14,-6,0.0,21,3.1,2.6,0,3946,1,13
12.79,0.4,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.22,-4,0.0,21,3.1,2.6,0,3922,1,13
13.04,0.2,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.16,-4,0.0,21,3.1,2.6,0,3924,1,13
13.29,-0.2,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.18,-5,0.0,21,3.1,2.6,0,3954,1,14
13.54,-0.3,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.27,-5,0.0,21,3.1,2.6,0,3962,1,14
13.79,0.1,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.18,-5,0.0,21,3.1,2.6,0,3896,1,14
14.04,0.1,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.23,-5,0.0,21,3.1,2.6,0,3944,1,14
14.29,0.3,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,21,3.1,2.6,0,3928,1,15
14.54,0.0,0,5,20,21,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.24,-5,0.0,21,3.1,2.6,0,3912,1,15
14.79,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.12,-5,0.0,21,3.1,2.6,0,3885,1,15
15.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.21,-5,0.0,21,3.1,2.6,0,3891,1,15
15.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-5,0.0,21,3.1,2.6,0,3887,1,16
15.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.22,-5,0.0,21,3.1,2.6,0,3886,1,16
15.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.12,-5,0.0,21,3.1,2.6,0,3916,1,16
16.04,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.21,-5,0.0,21,3.1,2.6,0,3906,1,16
16.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.08,-5,0.0,21,3.1,2.6,0,3922,1,0
16.54,0.4,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,0.15,-5,0.0,21,3.1,2.6,0,3925,1,0
16.79,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.18,-5,0.0,21,3.1,2.6,0,3933,1,0
17.04,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-5,0.0,21,3.1,2.6,0,3939,1,0
17.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.18,-6,0.0,21,3.1,2.6,0,3916,1,0
17.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.15,-6,0.0,21,3.1,2.6,0,3919,1,0
17.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.11,-5,0.0,21,3.1,2.6,0,3939,1,0
18.04,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.15,-5,0.0,22,3.1,2.6,0,3921,1,0
18.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.11,-6,0.0,22,3.1,2.6,0,3949,1,0
18.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.23,-6,0.0,22,3.1,2.6,0,3910,1,0
18.79,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3937,1,0
19.04,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-5,0.0,22,3.1,2.6,0,3930,1,0
19.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3907,1,0
19.54,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.17,-5,0.0,22,3.1,2.6,0,3923,1,0
19.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.13,-6,0.0,22,3.1,2.6,0,3888,1,0
20.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3882,1,0
20.29,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.22,-5,0.0,22,3.1,2.6,0,3907,1,0
20.54,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-5,0.0,22,3.1,2.6,0,3886,1,0
20.79,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.16,-5,0.0,22,3.1,2.6,0,3882,1,0
21.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.25,-6,0.0,22,3.1,2.6,0,3889,1,0
21.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3926,1,0
21.54,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.2,-5,0.0,22,3.1,2.6,0,3893,1,0
21.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3925,1,0
22.04,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.22,-6,0.0,22,3.1,2.6,0,3941,1,0
22.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.12,-5,0.0,22,3.1,2.6,0,3928,1,0
22.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,22,3.1,2.6,0,3932,1,0
22.79,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.16,-5,0.0,22,3.1,2.6,0,3932,1,0
23.04,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3916,1,0
23.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.16,-5,0.0,22,3.1,2.6,0,3935,1,0
23.54,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.12,-6,0.0,22,3.1,2.6,0,3932,1,0
23.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.24,-5,0.0,22,3.1,2.6,0,3916,1,0
24.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.26,-5,0.0,22,3.1,2.6,0,3886,1,0
24.29,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.22,-6,0.0,22,3.1,2.6,0,3859,1,0
24.54,-0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.26,-6,0.0,22,3.1,2.6,0,3899,1,0
24.79,0.0,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.26,-6,0.0,22,3.1,2.6,0,3879,1,0
25.04,0.1,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3876,1,0
25.29,0.2,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-6,0.0,22,3.1,2.6,0,3927,1,0
25.54,0.0,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.28,-5,0.0,22,3.1,2.6,0,3936,1,0
25.79,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.26,-5,0.0,22,3.1,2.6,0,3927,1,0
26.04,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.31,-6,0.0,22,3.1,2.6,0,3946,1,0
26.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.15,-5,0.0,22,3.1,2.6,0,3908,1,0
26.54,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.38,-5,0.0,22,3.1,2.6,0,3886,1,0
26.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.23,-5,0.0,22,3.1,2.6,0,3864,1,0
27.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-5,0.0,22,3.1,2.6,0,3904,1,0
27.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.08,-6,0.0,22,3.1,2.6,0,3925,1,0
27.54,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.15,-6,0.0,22,3.1,2.6,0,3931,1,0
27.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-5,0.0,22,3.1,2.6,0,3927,1,0
28.04,-0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.18,-6,0.0,22,3.1,2.6,0,3959,1,0
28.29,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.27,-6,0.0,22,3.1,2.6,0,3922,1,0
28.54,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.31,-6,0.0,22,3.1,2.6,0,3909,1,0
28.79,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3900,1,0
29.04,0.3,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.24,-5,0.0,22,3.1,2.6,0,3885,1,0
29.29,0.5,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-5,0.0,22,3.1,2.6,0,3929,1,0
29.54,-0.1,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-5,0.0,22,3.1,2.6,0,3939,1,0
29.79,0.1,0,5,20,20,20,97,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.23,-5,0.0,22,3.1,2.6,0,3945,1,0
30.04,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3925,1,0
30.29,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.22,-6,0.0,22,3.1,2.6,0,3922,1,0
30.54,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.21,-6,0.0,22,3.1,2.5,0,3884,1,0
30.79,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.26,-5,0.0,22,3.1,2.6,0,3921,1,0
31.04,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.33,-6,0.0,22,3.1,2.6,0,3915,1,0
31.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.26,-5,0.0,22,3.1,2.6,0,3951,1,0
31.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-6,0.0,22,3.1,2.6,0,3929,1,0
31.79,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.2,-5,0.0,22,3.1,2.6,0,3910,1,0
32.04,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.23,-5,0.0,22,3.1,2.6,0,3906,1,0
32.29,0.4,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.16,-5,0.0,22,3.1,2.6,0,3882,1,0
32.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3910,1,0
32.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.2,-5,0.0,22,3.1,2.6,0,3928,1,0
33.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-5,0.0,22,3.1,2.6,0,3916,1,0
33.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-5,0.0,22,3.1,2.6,0,3937,1,0
33.54,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-5,0.0,22,3.1,2.5,0,3940,1,0
33.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.11,-5,0.0,22,3.1,2.5,0,3899,1,0
34.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,22,3.1,2.6,0,3883,1,0
34.29,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.21,-6,0.0,22,3.1,2.5,0,3906,1,0
34.54,-0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.1,-5,0.0,22,3.1,2.5,0,3883,1,0
34.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.2,-6,0.0,22,3.1,2.6,0,3935,1,0
35.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,0.0,-6,0.0,22,3.1,2.6,0,3948,1,0
35.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-6,0.0,22,3.1,2.5,0,3928,1,0
35.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.14,-6,0.0,22,3.1,2.5,0,3912,1,0
35.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.23,-6,0.0,22,3.1,2.5,0,3900,1,0
36.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.24,-6,0.0,22,3.1,2.5,0,3883,1,0
36.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.2,-5,0.0,22,3.1,2.6,0,3925,1,0
36.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.26,-6,0.0,22,3.1,2.6,0,3932,1,0
36.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-6,0.0,22,3.1,2.6,0,3923,1,0
37.04,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.29,-6,0.0,22,3.1,2.6,0,3940,1,0
37.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.06,-6,0.0,22,3.1,2.5,0,3907,1,0
37.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.23,-6,0.0,22,3.1,2.5,0,3908,1,0
37.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3888,1,0
38.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-6,0.0,22,3.1,2.5,0,3906,1,0
38.29,0.3,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.96,-0.1,-0.17,-6,0.0,22,3.1,2.5,0,3937,1,0
38.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.18,-6,0.0,22,3.1,2.5,0,3946,1,0
38.79,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.24,-5,0.0,22,3.1,2.5,0,3931,1,0
39.04,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.2,-6,0.0,22,3.1,2.5,0,3914,1,0
39.29,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.14,-6,0.0,22,3.1,2.6,0,3902,1,0
39.54,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.13,-5,0.0,22,3.1,2.5,0,3912,1,0
39.79,0.4,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-6,0.0,22,3.1,2.5,0,3910,1,0
40.04,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-6,0.0,22,3.1,2.6,0,3894,1,0
40.29,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.17,-6,0.0,22,3.1,2.5,0,3951,1,0
40.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,22,3.1,2.5,0,3945,1,0
40.79,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.19,-5,0.0,22,3.1,2.5,0,3902,1,0
41.04,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.21,-5,0.0,22,3.1,2.5,0,3874,1,0
41.29,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.03,-5,0.0,22,3.1,2.5,0,3914,1,0
41.54,0.0,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.18,-5,0.0,22,3.1,2.5,0,3875,1,0
41.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.11,-5,0.0,22,3.1,2.5,0,3923,1,0
42.04,-0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.15,-5,0.0,22,3.1,2.5,0,3939,1,0
42.29,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.95,-0.1,-0.03,-5,0.0,22,3.1,2.5,0,3911,1,0
42.54,0.2,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,-0.22,-5,0.0,22,3.1,2.5,0,3938,1,0
42.79,0.1,0,5,20,20,20,98,0.0,0.0,0,0,0,#DIV/0!,0,45.94,-0.1,-0.03,-5,0.0,22,3.1,2.5,0,3897,1,0
