Time (s),Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Expected BSFC (g/kW.hr),Actual BSFC (g/kW.hr),Actual BSFC /  Expected BSFC,Expected Max Power (W),Bus Voltage (V),GCU Current (A),Battery Current (A),Power Generated (W),GCU Phase Current (A),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM), Fans On (qty), PWM Uptime (s)
2982.54,8114.4,8066,41,22,77,76,98,1.13,25.8,1027,533,505,0.947467167,3712,49.21,58.8,-0.25,2895,-40.85,53,3.1,3.2,1991,8573,1,2545
2982.79,8163.9,8106,40,22,77,76,98,1.13,25.4,1027,533,505,0.947467167,3712,49.29,58.1,0.51,2862,-45.77,54,3.1,3.1,1956,8643,1,2545
2983.04,8154.6,8156,40,22,77,76,98,1.13,24.6,1027,533,505,0.947467167,3712,49.29,58.0,-1.83,2855,-45.77,54,3.1,3.2,1901,8673,1,2545
2983.29,8193.7,8141,39,22,77,76,98,1.13,24.6,1027,533,505,0.947467167,3712,49.3,57.3,-3.95,2818,-43.35,54,3.1,3.1,1934,8573,1,2546
2983.54,8152.8,8132,39,22,77,76,98,1.13,23.9,1027,533,505,0.947467167,3712,49.3,56.6,-0.55,2787,-42.31,54,3.1,3.0,1977,8692,1,2546
2983.79,8154.0,8100,38,22,77,75,98,1.13,23.1,1027,533,505,0.947467167,3712,49.29,55.1,-3.65,2710,-42.31,53,3.1,3.1,1875,8641,1,2546
2984.04,8122.9,8107,39,22,77,75,98,1.13,23.9,1027,527,502,0.95256167,3697,49.09,57.0,2.29,2805,-39.97,53,3.1,3.0,1953,8605,1,2546
2984.29,8062.5,8062,42,22,77,75,98,1.13,26.5,1027,527,502,0.95256167,3697,49.09,58.5,6.05,2879,-46.82,53,3.1,3.1,1872,8697,1,2547
2984.54,8135.1,8088,43,22,77,75,98,1.13,26.6,1028,527,502,0.95256167,3697,49.17,61.3,-1.36,3016,-46.82,54,3.1,3.1,2070,8630,1,2547
2984.79,8119.5,8111,42,22,77,75,98,1.13,26.0,1028,527,502,0.95256167,3697,49.31,57.4,-0.77,2825,-44.51,54,3.1,3.1,1999,8605,1,2547
2985.04,8143.7,8107,43,22,77,75,98,1.13,26.6,1028,527,502,0.95256167,3697,49.31,60.6,10.8,2983,-44.51,54,3.1,3.2,2013,8554,1,2547
2985.29,8204.4,8148,53,22,77,75,98,1.13,30.9,1028,527,502,0.95256167,3697,48.88,69.9,2.78,3438,-48.06,53,3.1,3.1,2232,8637,1,2548
2985.54,8137.0,8084,38,22,77,75,98,1.13,21.9,1028,527,502,0.95256167,3697,48.88,61.9,-20.46,3047,-45.38,53,3.1,3.1,2159,8646,1,2548
2985.79,8223.7,8129,41,22,77,75,98,1.13,25.5,1028,527,502,0.95256167,3697,49.37,60.9,0.8,2995,-45.38,53,3.1,3.0,1932,8678,1,2548
2986.04,8162.6,8090,41,22,77,75,98,1.13,25.4,1028,559,515,0.921288014,3691,49.16,59.1,1.13,2905,-43.32,53,3.1,3.1,2002,8704,1,2548
2986.29,8133.6,8109,52,22,77,75,98,1.13,30.2,1028,559,515,0.921288014,3691,49.16,61.4,14.66,3021,-47.47,54,3.1,3.1,2019,8661,1,2548
2986.54,8169.6,8144,56,22,77,74,98,1.13,31.6,1028,559,515,0.921288014,3691,48.86,69.7,0.86,3424,-47.47,54,3.1,3.0,2273,8606,1,2549
2986.79,8263.4,8142,44,22,77,74,98,1.13,28.3,1029,559,515,0.921288014,3691,49.98,69.9,-21.38,3438,-51.46,54,3.1,3.0,2156,8507,1,2549
2987.04,8216.7,8155,47,22,76,74,98,1.13,28.4,1029,559,515,0.921288014,3691,49.98,62.3,2.73,3062,-51.46,54,3.1,3.2,1894,8522,1,2549
2987.29,8269.9,8192,45,22,76,74,98,1.13,27.8,1029,559,515,0.921288014,3691,49.4,62.2,-2.6,3058,-47.84,54,3.1,3.2,2097,8616,1,2549
2987.54,8319.1,8192,44,22,76,74,98,1.13,26.9,1029,559,515,0.921288014,3691,49.4,62.1,-1.36,3059,-47.84,54,3.1,3.1,1999,8565,1,2550
2987.79,8296.2,8192,55,22,76,74,98,1.13,32.8,1029,559,515,0.921288014,3691,48.95,70.5,1.95,3467,-44.82,54,3.1,3.1,2130,8504,1,2550
2988.04,8303.9,8192,55,22,76,73,98,1.13,31.4,1029,580,533,0.918965517,3727,49.22,69.8,-1.15,3433,-51.77,54,3.1,3.2,2228,8536,1,2550
2988.29,8392.4,8192,49,22,76,73,98,1.13,29.0,1029,580,533,0.918965517,3727,49.22,69.8,-19.15,3433,-51.77,54,3.1,3.1,2167,8545,1,2550
2988.54,8377.3,8192,54,22,76,73,98,1.13,29.9,1029,580,533,0.918965517,3727,49.0,67.4,9.96,3319,-49.85,54,3.1,3.1,2001,8508,1,2551
2988.79,8421.3,8192,47,22,76,73,98,1.13,27.2,1030,580,533,0.918965517,3727,49.08,66.2,4.9,3259,-45.8,54,3.1,3.1,2053,8495,1,2551
2989.04,8408.1,8192,56,22,76,73,98,1.13,31.6,1030,580,533,0.918965517,3727,49.08,69.9,6.04,3438,-45.8,54,3.1,3.0,2078,8504,1,2551
2989.29,8338.6,8192,55,22,76,73,98,1.13,30.2,1030,580,533,0.918965517,3727,49.44,67.0,6.51,3298,-50.69,55,3.1,3.3,2278,8557,1,2551
2989.54,8390.4,8192,50,22,75,73,98,1.13,29.1,1030,580,533,0.918965517,3727,49.44,69.5,-10.21,3419,-50.69,55,3.1,3.0,2104,8334,1,2552
2989.79,8369.8,8192,42,22,75,73,98,1.13,25.5,1030,580,533,0.918965517,3727,49.55,58.5,-3.64,2879,-47.62,54,3.1,3.1,1905,8333,1,2552
2990.04,8346.9,8192,42,22,75,72,98,1.13,25.5,1030,590,518,0.877966102,3760,49.2,59.1,-2.58,2910,-43.39,54,3.1,3.0,2021,8345,1,2552
2990.29,8270.8,8192,42,22,75,72,98,1.13,25.5,1030,590,518,0.877966102,3760,49.2,59.4,9.35,2928,-43.39,54,3.1,3.1,1944,8336,1,2552
2990.54,8297.9,8192,51,22,75,72,98,1.13,30.2,1030,590,518,0.877966102,3760,48.83,64.2,-8.84,3160,-45.3,54,3.1,3.1,2093,8294,1,2553
2990.79,8239.0,8192,46,22,75,72,98,1.13,27.3,1031,590,518,0.877966102,3760,49.51,62.7,-7.3,3083,-46.23,54,3.1,3.1,2028,8376,1,2553
2991.04,8195.9,8186,40,22,75,72,98,1.13,25.5,1031,590,518,0.877966102,3760,49.51,58.3,-2.9,2871,-46.23,55,3.1,3.2,1940,8325,1,2553
2991.29,8202.4,8173,39,22,75,72,98,1.13,24.3,1031,590,518,0.877966102,3760,49.31,56.4,-3.27,2782,-42.92,54,3.1,3.1,2009,8372,1,2553
2991.54,8177.4,8140,39,22,75,72,98,1.13,24.2,1031,590,518,0.877966102,3760,49.31,58.4,0.08,2877,-42.92,54,3.1,3.1,1967,8408,1,2554
2991.79,8150.1,8122,39,22,75,72,98,1.13,23.8,1031,590,518,0.877966102,3760,49.21,56.4,-3.96,2774,-43.47,54,3.1,3.0,1895,8412,1,2554
2992.04,8119.6,8056,39,22,75,71,98,1.13,24.0,1031,522,518,0.992337165,3700,49.21,56.7,1.26,2792,-42.92,54,3.1,3.1,1929,8379,1,2554
2992.29,8085.8,8061,39,22,75,71,98,1.13,24.3,1031,522,518,0.992337165,3700,49.17,55.6,1.01,2737,-42.92,55,3.1,3.1,1902,8347,1,2554
2992.54,8082.2,8015,39,22,74,71,98,1.13,24.7,1031,522,518,0.992337165,3700,49.17,55.5,-2.89,2735,-39.46,55,3.1,3.1,1909,8140,1,2555
2992.79,8088.2,8027,38,22,74,71,98,1.13,23.5,1031,522,518,0.992337165,3700,49.17,57.7,-0.85,2844,-43.16,55,3.1,3.0,1970,8143,1,2555
2993.04,8031.4,8032,38,22,74,71,98,1.13,22.9,1031,522,518,0.992337165,3700,49.32,54.2,-1.62,2670,-43.16,55,3.1,3.0,1891,8162,1,2555
2993.29,8012.3,7990,38,22,74,71,98,1.13,23.5,1032,522,518,0.992337165,3700,49.18,53.4,-1.45,2629,-43.11,55,3.1,3.1,1895,8136,1,2555
2993.54,8110.3,8026,37,22,74,71,98,1.13,21.9,1032,522,518,0.992337165,3700,49.18,57.5,-1.75,2831,-43.11,55,3.1,3.1,1899,8133,1,2556
2993.79,8076.8,8004,37,22,74,71,98,1.13,22.9,1032,522,518,0.992337165,3700,49.27,55.8,-3.07,2750,-39.24,54,3.1,3.2,1851,8131,1,2556
2994.04,7988.7,7978,37,22,74,71,98,1.13,22.6,1032,510,507,0.994117647,3657,49.27,51.7,2.67,2548,-39.37,54,3.1,3.1,1898,8131,1,2556
2994.29,7964.4,7954,37,22,74,71,98,1.13,22.7,1032,510,507,0.994117647,3657,49.14,51.8,-2.1,2552,-39.37,55,3.1,3.1,1902,8169,1,2556
2994.54,7930.2,7923,38,22,74,70,98,1.13,22.6,1032,510,507,0.994117647,3657,49.2,51.6,0.06,2538,-41.46,55,3.1,3.0,1859,8216,1,2557
2994.79,7933.4,7885,39,22,74,70,98,1.13,23.6,1032,510,507,0.994117647,3657,49.2,55.6,5.64,2735,-38.06,55,3.1,3.1,1910,8211,1,2557
2995.04,7890.3,7834,41,22,73,70,98,1.13,25.4,1032,510,507,0.994117647,3657,49.0,55.0,5.02,2708,-38.06,55,3.1,3.0,1969,7969,1,2557
2995.29,7920.2,7900,42,23,73,70,98,1.13,26.3,1032,510,507,0.994117647,3657,49.13,58.1,2.58,2857,-41.96,55,3.1,3.2,1980,7976,1,2557
2995.54,7963.2,7942,42,23,73,70,98,1.13,26.1,1032,510,507,0.994117647,3657,49.13,58.2,-0.15,2864,-41.96,55,3.1,3.0,2037,7947,1,2558
2995.79,8019.7,7994,42,23,73,70,98,1.13,26.4,1033,510,507,0.994117647,3657,49.26,57.8,-0.85,2840,-45.29,55,3.1,3.1,2006,7992,1,2558
2996.04,8055.7,8058,43,23,73,70,98,1.13,25.7,1033,510,507,0.994117647,3657,49.26,58.9,-1.77,2893,-46.09,55,3.1,3.0,2025,7943,1,2558
2996.29,8131.8,8066,47,23,73,70,98,1.13,28.9,1033,533,535,1.003752345,3633,48.8,66.4,-6.96,3260,-46.09,55,3.1,3.2,2098,7911,1,2558
2996.54,8168.9,8108,46,23,73,69,98,1.13,28.2,1033,533,535,1.003752345,3633,49.34,62.4,-10.92,3068,-45.43,55,3.1,3.1,1962,7928,1,2559
2996.79,8169.9,8174,54,23,73,69,98,1.13,31.8,1033,533,535,1.003752345,3633,49.34,67.8,1.87,3328,-51.31,54,3.1,3.1,2162,7960,1,2559
2997.04,8198.1,8192,52,23,73,69,98,1.13,29.5,1033,533,535,1.003752345,3633,49.22,68.7,-11.7,3373,-51.31,54,3.1,3.1,2108,7927,1,2559
2997.29,8231.6,8181,45,23,73,69,98,1.13,27.3,1033,533,535,1.003752345,3633,49.17,62.8,-1.97,3090,-43.77,54,3.1,3.0,2073,7988,1,2559
2997.54,8251.8,8192,43,23,73,69,98,1.13,27.5,1033,533,535,1.003752345,3633,49.17,61.7,-8.84,3036,-43.77,55,3.1,3.1,2034,7955,1,2560
2997.79,8276.7,8192,42,23,73,69,98,1.13,25.8,1033,533,535,1.003752345,3633,49.33,59.2,-3.31,2916,-45.63,55,3.1,3.1,2030,7773,1,2560
2998.04,8322.4,8192,51,23,72,69,98,1.13,28.9,1034,533,535,1.003752345,3633,49.33,61.4,5.4,3022,-47.38,55,3.1,3.0,2064,7758,1,2560
2998.29,8267.7,8192,46,23,72,69,98,1.13,28.1,1034,559,523,0.935599284,3725,49.56,62.6,-3.92,3083,-47.38,55,3.1,3.1,2050,7763,1,2560
2998.54,8235.3,8192,42,23,72,69,98,1.13,25.3,1034,559,523,0.935599284,3725,49.33,57.7,-3.93,2845,-42.87,55,3.1,3.1,1983,7794,1,2561
2998.79,8248.7,8189,40,23,72,69,98,1.13,24.5,1034,559,523,0.935599284,3725,49.33,57.7,-5.82,2846,-41.16,55,3.1,3.2,1975,7892,1,2561
2999.04,8236.4,8176,40,23,72,69,98,1.13,24.3,1034,559,523,0.935599284,3725,49.2,57.2,-0.36,2819,-41.16,55,3.1,3.1,1937,7783,1,2561
2999.29,8160.1,8129,39,25,72,69,98,1.13,23.7,1034,559,523,0.935599284,3725,49.28,56.9,-1.62,2805,-42.98,55,3.1,3.0,1976,7758,1,2561
2999.54,8098.3,8111,39,25,72,69,98,1.13,24.2,1034,559,523,0.935599284,3725,49.28,53.9,1.59,2655,-42.98,55,3.1,3.1,1906,7751,1,2562
2999.79,8111.7,8057,39,25,72,69,98,1.13,23.7,1034,559,523,0.935599284,3725,49.25,54.6,4.37,2691,-42.0,55,3.1,3.0,1952,7790,1,2562
3000.04,8046.9,8038,39,25,72,69,98,1.13,24.5,1034,559,523,0.935599284,3725,49.25,54.8,0.33,2697,-42.0,55,3.1,3.0,1968,7756,1,2562
3000.29,8096.6,8045,49,25,72,69,98,1.13,29.5,1035,520,515,0.990384615,3639,49.0,64.1,-3.27,3155,-39.8,55,3.1,3.1,2064,7754,1,2562
3000.54,8085.9,8014,46,25,72,69,98,1.13,28.1,1035,520,515,0.990384615,3639,49.03,62.8,6.75,3092,-48.37,55,3.1,3.1,1985,7719,1,2563
3000.79,8090.6,8074,40,25,72,69,98,1.13,24.8,1035,520,515,0.990384615,3639,49.03,60.4,-4.18,2976,-48.37,55,3.1,3.2,1909,7742,1,2563
3001.04,8171.7,8116,40,25,72,69,98,1.13,24.5,1035,520,515,0.990384615,3639,49.21,59.1,-2.93,2907,-42.26,55,3.1,3.0,1938,7783,1,2563
3001.29,8204.4,8136,39,25,72,69,98,1.13,23.6,1035,520,515,0.990384615,3639,49.27,56.9,-1.12,2801,-41.75,55,3.1,3.1,1939,7791,1,2563
3001.54,8137.2,8124,38,25,72,69,98,1.13,23.6,1035,520,515,0.990384615,3639,49.27,55.1,-0.68,2714,-41.75,55,3.1,3.0,1977,7740,1,2564
3001.79,8140.6,8059,38,25,72,69,98,1.13,22.8,1035,520,515,0.990384615,3639,49.16,57.0,-0.77,2805,-41.58,55,3.1,3.1,1926,7785,1,2564
3002.04,8077.2,8060,38,25,72,69,98,1.13,22.6,1035,520,515,0.990384615,3639,49.16,55.2,-4.11,2718,-41.58,55,3.1,3.0,1870,7789,1,2564
3002.29,8006.9,7990,38,25,72,69,98,1.13,23.5,1035,519,505,0.973025048,3638,49.23,53.8,1.72,2647,-40.59,55,3.1,3.2,1883,7786,1,2564
3002.54,8025.9,7950,39,25,72,69,98,1.13,24.1,1035,519,505,0.973025048,3638,49.29,53.1,-5.81,2616,-42.11,55,3.1,3.0,1913,7815,1,2565
3002.79,7951.2,7930,26,25,72,69,98,1.13,14.5,1036,519,505,0.973025048,3638,49.29,42.7,-5.33,2107,-42.11,55,3.1,3.2,1767,7785,1,2565
3003.04,7935.2,7876,33,25,72,69,98,1.13,18.2,1036,519,505,0.973025048,3638,48.94,34.1,13.76,1680,-27.07,55,3.1,3.1,1691,7740,1,2565
3003.29,7999.1,7989,37,25,72,69,98,1.13,22.6,1036,519,505,0.973025048,3638,48.94,52.8,-2.83,2598,-42.1,55,3.1,3.1,1910,7827,1,2565
3003.54,8030.3,7972,37,25,72,69,98,1.13,22.0,1036,519,505,0.973025048,3638,49.28,52.0,1.14,2558,-42.1,55,3.1,3.1,1850,7815,1,2566
3003.79,7899.8,7886,37,25,72,69,98,1.13,22.7,1036,519,505,0.973025048,3638,49.15,51.2,3.59,2521,-39.63,55,3.1,3.1,1902,7758,1,2566
3004.04,7919.3,7884,38,25,72,69,98,1.13,23.1,1036,519,505,0.973025048,3638,49.15,52.2,-0.74,2569,-39.63,55,3.1,3.1,1851,7710,1,2566
3004.29,7898.5,7801,39,25,72,69,98,1.17,23.7,1036,493,533,1.081135903,3585,49.13,52.9,4.65,2604,-40.79,55,3.1,3.1,1889,7785,1,2566
3004.54,7902.5,7836,39,25,72,69,98,1.17,23.6,1036,493,533,1.081135903,3585,49.13,54.4,2.97,2674,-43.83,55,3.1,3.2,1931,7819,1,2567
3004.79,7950.5,7903,38,25,72,69,98,1.17,22.8,1036,493,533,1.081135903,3585,49.19,55.1,-0.64,2711,-43.83,55,3.1,3.1,1886,7795,1,2567
3005.04,7931.9,7914,38,25,72,69,98,1.17,22.7,1036,493,533,1.081135903,3585,49.15,52.4,-0.37,2578,-38.73,55,3.1,3.1,1860,7812,1,2567
3005.29,7937.7,7872,38,25,72,69,98,1.17,23.7,1036,493,533,1.081135903,3585,49.15,51.9,-0.38,2551,-41.46,55,3.1,3.2,1859,7771,1,2567
3005.54,7952.0,7882,38,26,72,69,98,1.17,22.7,1037,493,533,1.081135903,3585,49.18,53.4,-3.93,2628,-41.46,55,3.1,3.1,1919,7757,1,2568
3005.79,7946.4,7898,39,26,72,69,98,1.17,23.0,1037,493,533,1.081135903,3585,49.13,53.8,-1.17,2647,-38.89,55,3.1,3.1,1900,7783,1,2568
3006.04,7912.2,7905,39,26,72,69,98,1.17,23.1,1037,493,533,1.081135903,3585,49.13,52.5,0.09,2580,-38.89,55,3.1,3.1,1851,7743,1,2568
3006.29,7927.8,7888,38,26,72,69,98,1.19,21.8,1037,501,525,1.047904192,3573,49.3,55.1,-3.44,2709,-41.25,55,3.1,3.1,1891,7802,1,2568
3006.54,7950.9,7867,39,26,72,69,98,1.19,22.8,1037,501,525,1.047904192,3573,49.3,53.0,2.02,2606,-40.75,55,3.1,3.1,1858,7773,1,2569
3006.79,7860.0,7834,40,26,72,69,98,1.19,22.8,1037,501,525,1.047904192,3573,49.07,51.8,0.68,2548,-40.75,55,3.1,3.1,1848,7758,1,2569
3007.04,7896.1,7862,39,26,72,69,98,1.19,23.2,1037,501,525,1.047904192,3573,49.18,52.9,-1.12,2601,-40.42,55,3.1,3.1,1896,7777,1,2569
3007.29,7952.8,7885,41,26,72,69,98,1.19,24.1,1037,501,525,1.047904192,3573,49.18,55.0,3.46,2707,-40.78,55,3.1,3.1,1902,7741,1,2569
3007.54,7969.7,7870,41,26,72,69,98,1.19,24.0,1037,501,525,1.047904192,3573,49.1,57.7,2.53,2835,-40.78,55,3.1,3.1,1942,7745,1,2570
3007.79,7944.6,7938,42,26,72,69,98,1.19,24.9,1037,501,525,1.047904192,3573,49.18,56.4,0.45,2773,-44.21,55,3.1,3.2,1916,7740,1,2570
3008.04,7963.5,7918,42,26,72,69,98,1.19,24.4,1038,501,525,1.047904192,3573,49.18,55.7,3.76,2738,-44.21,55,3.1,3.0,1938,7783,1,2570
3008.29,7985.6,7963,43,26,72,69,98,1.21,24.2,1038,513,530,1.033138402,3574,49.13,56.7,-2.82,2786,-41.27,55,3.1,3.1,1899,7769,1,2570
3008.54,8018.6,8002,42,26,72,69,98,1.21,24.3,1038,513,530,1.033138402,3574,49.13,56.3,4.08,2767,-41.65,55,3.1,3.0,1923,7766,1,2571
3008.79,8066.5,8008,49,26,72,69,98,1.21,27.6,1038,513,530,1.033138402,3574,49.08,62.2,4.83,3057,-41.65,55,3.1,3.1,2030,7775,1,2571
3009.04,8056.3,8047,49,26,72,69,98,1.21,27.3,1038,513,530,1.033138402,3574,49.09,63.6,-2.79,3124,-46.12,55,3.1,3.1,1996,7866,1,2571
3009.29,8140.7,8106,49,26,72,69,98,1.21,26.6,1038,513,530,1.033138402,3574,49.09,62.4,3.93,3066,-47.54,55,3.1,3.1,1977,7743,1,2571
3009.54,8191.2,8146,50,26,72,69,98,1.21,26.8,1038,513,530,1.033138402,3574,49.03,63.8,2.93,3132,-47.54,55,3.1,3.0,2044,7780,1,2572
3009.79,8214.4,8192,50,27,72,69,97,1.21,26.8,1038,513,530,1.033138402,3574,49.29,64.7,-5.87,3180,-46.66,55,3.1,3.0,2007,7777,1,2572
3010.04,8241.7,8192,49,27,72,69,97,1.21,27.5,1038,513,530,1.033138402,3574,49.29,66.1,-3.59,3248,-46.66,55,3.1,3.2,2019,7789,1,2572
3010.29,8330.4,8192,48,27,72,69,97,1.21,25.7,1039,573,511,0.891797557,3615,49.32,63.8,-7.54,3138,-44.16,55,3.1,3.0,1966,7740,1,2572
3010.54,8315.4,8192,47,27,72,70,97,1.21,26.3,1039,573,511,0.891797557,3615,49.32,61.7,-2.16,3034,-44.16,55,3.1,3.1,2038,7827,1,2573
3010.79,8277.7,8192,46,27,72,70,98,1.21,25.7,1039,573,511,0.891797557,3615,49.41,58.8,-5.3,2894,-43.53,55,3.1,3.1,2040,7772,1,2573
3011.04,8306.7,8192,44,27,72,70,98,1.21,25.0,1039,573,511,0.891797557,3615,49.37,58.9,-0.99,2900,-43.39,55,3.1,3.1,1991,7776,1,2573
3011.29,8304.8,8192,43,27,72,70,98,1.21,25.5,1039,573,511,0.891797557,3615,49.37,60.5,-4.87,2980,-43.39,55,3.1,3.2,1993,7796,1,2573
3011.54,8299.4,8192,42,27,73,70,98,1.21,23.7,1039,573,511,0.891797557,3615,49.38,59.7,-0.89,2941,-41.45,55,3.1,3.0,1919,7853,1,2574
3011.79,8193.3,8160,42,27,73,70,98,1.21,24.3,1039,573,511,0.891797557,3615,49.17,56.4,-1.11,2781,-41.8,55,3.1,3.1,2006,7827,1,2574
3012.04,8165.4,8105,42,27,73,70,98,1.21,25.0,1039,573,511,0.891797557,3615,49.17,56.9,-1.52,2809,-41.8,55,3.1,3.2,1959,7853,1,2574
3012.29,8131.6,8061,42,27,73,70,98,1.21,24.0,1039,530,512,0.966037736,3645,49.17,57.2,-0.75,2822,-42.66,55,3.1,3.0,1908,7940,1,2574
3012.54,8082.9,8058,43,27,73,70,98,1.21,24.4,1039,530,512,0.966037736,3645,49.17,56.1,2.97,2764,-42.66,55,3.1,3.0,1952,8007,1,2575
3012.79,8064.8,8010,43,27,73,70,98,1.21,25.6,1040,530,512,0.966037736,3645,49.12,57.0,3.1,2806,-41.49,55,3.1,3.1,1936,7985,1,2575
3013.04,8032.0,8016,43,27,73,70,98,1.21,25.5,1040,530,512,0.966037736,3645,49.17,56.1,-1.29,2759,-44.47,55,3.1,3.1,1998,8019,1,2575
3013.29,8092.1,8038,44,27,73,70,98,1.21,26.0,1040,530,512,0.966037736,3645,49.17,58.4,0.49,2873,-44.47,56,3.1,3.1,1942,7999,1,2575
3013.54,8136.2,8050,45,27,73,70,98,1.21,25.7,1040,530,512,0.966037736,3645,49.05,61.9,1.56,3048,-43.02,55,3.1,3.1,1925,7978,1,2576
3013.79,8145.8,8097,45,27,73,70,98,1.21,26.0,1040,530,512,0.966037736,3645,49.21,60.1,1.52,2956,-44.76,55,3.1,3.1,1925,8070,1,2576
3014.04,8176.4,8159,44,27,73,70,98,1.21,25.9,1040,530,512,0.966037736,3645,49.21,60.3,-2.94,2965,-44.76,56,3.1,3.1,1976,7983,1,2576
3014.29,8164.9,8148,43,28,73,70,98,1.21,25.2,1040,542,516,0.95202952,3633,49.24,58.4,-1.57,2874,-42.58,56,3.1,3.1,1943,8030,1,2576
3014.54,8225.7,8184,43,28,73,70,98,1.21,24.8,1040,542,516,0.95202952,3633,49.24,59.8,-0.2,2941,-42.58,56,3.1,3.1,1944,8024,1,2577
3014.79,8187.7,8188,42,28,73,70,98,1.21,24.3,1040,542,516,0.95202952,3633,49.32,57.4,-2.63,2828,-45.07,55,3.1,3.1,1942,8040,1,2577
3015.04,8174.1,8154,41,28,73,70,98,1.21,24.0,1041,542,516,0.95202952,3633,49.32,59.5,-0.15,2930,-41.85,55,3.1,3.1,1946,7982,1,2577
3015.29,8182.6,8110,41,28,73,70,98,1.21,23.2,1041,542,516,0.95202952,3633,49.24,57.9,-1.99,2850,-41.85,55,3.1,2.8,2070,7931,1,2577
3015.54,8134.8,8063,41,28,73,70,98,1.21,23.7,1041,542,516,0.95202952,3633,49.17,56.4,2.65,2775,-41.35,55,3.1,2.5,2584,7934,1,2578
3015.79,8108.1,8098,42,28,73,70,98,1.21,24.4,1041,542,516,0.95202952,3633,49.17,58.4,4.17,2878,-43.09,55,3.1,3.5,1966,8001,1,2578
3016.04,8083.7,8018,47,28,73,70,98,1.21,26.0,1041,542,516,0.95202952,3633,49.0,60.5,4.15,2978,-43.09,55,3.1,3.3,1494,8014,1,2578
3016.29,8144.3,8081,47,28,73,70,98,1.21,26.9,1041,529,515,0.973534972,3634,49.24,63.9,-4.0,3145,-44.88,56,3.1,3.1,2171,8032,1,2578
3016.54,8170.2,8088,46,28,73,70,98,1.21,26.0,1041,529,515,0.973534972,3634,49.24,61.3,-4.44,3017,-44.88,56,3.1,3.1,1913,8018,1,2579
3016.79,8187.5,8156,46,28,73,70,98,1.21,25.9,1041,529,515,0.973534972,3634,49.22,59.9,-1.83,2949,-44.49,56,3.1,3.1,2005,8016,1,2579
3017.04,8186.6,8163,46,28,73,70,98,1.21,26.2,1041,529,515,0.973534972,3634,49.22,59.8,-1.25,2944,-42.94,56,3.1,3.2,2039,8014,1,2579
3017.29,8179.3,8173,46,28,73,70,98,1.21,26.2,1041,529,515,0.973534972,3634,49.28,59.3,-1.37,2916,-42.94,56,3.1,3.1,2013,7967,1,2579
3017.54,8185.5,8178,45,28,73,70,98,1.21,25.0,1042,529,515,0.973534972,3634,49.26,59.0,2.08,2901,-42.76,56,3.1,3.0,1911,7907,1,2580
3017.79,8230.2,8176,45,30,73,70,98,1.21,25.8,1042,529,515,0.973534972,3634,49.26,61.4,-4.67,3021,-46.89,56,3.1,3.1,2673,7994,1,2580
3018.04,8201.6,8192,44,30,73,70,98,1.21,25.4,1042,529,515,0.973534972,3634,49.39,58.4,-2.37,2876,-46.89,56,3.1,3.1,1982,8058,1,2580
3018.29,8245.2,8192,42,30,73,70,98,1.21,24.5,1042,545,512,0.939449541,3609,49.27,58.0,-3.72,2857,-41.73,56,3.1,3.4,2608,7993,1,2580
3018.54,8159.6,8136,41,30,73,70,98,1.21,24.1,1042,545,512,0.939449541,3609,49.27,52.8,-3.19,2603,-41.73,56,3.1,3.7,2035,8020,1,2581
3018.79,8074.0,8058,25,30,73,70,98,1.21,12.9,1042,545,512,0.939449541,3609,49.6,47.3,-9.45,2331,-41.53,56,3.1,3.6,1811,8032,1,2581
3019.04,8019.1,7972,30,30,73,70,98,1.21,16.9,1042,545,512,0.939449541,3609,49.6,29.3,12.15,1445,-20.21,56,3.1,3.6,1673,8002,1,2581
3019.29,8215.8,8170,35,30,73,70,98,1.21,20.4,1042,545,512,0.939449541,3609,48.3,57.4,-7.07,2829,-20.21,56,3.1,3.0,2216,7947,1,2581
3019.54,8068.1,8016,34,30,73,70,98,1.21,18.2,1042,545,512,0.939449541,3609,49.35,45.0,0.21,2220,-37.07,56,3.1,3.2,1512,7984,1,2582
3019.79,8122.6,8093,43,30,73,70,98,1.21,25.6,1042,545,512,0.939449541,3609,49.35,50.2,1.6,2474,-42.94,56,3.1,3.1,2044,7998,1,2582
3020.04,8084.0,7956,44,30,73,70,98,1.21,25.3,1043,545,512,0.939449541,3609,49.04,59.7,6.49,2941,-42.94,56,3.1,3.1,1967,7915,1,2582
3020.29,8071.1,8002,53,30,73,70,98,1.21,28.9,1043,501,509,1.015968064,3584,49.01,66.4,0.11,3266,-46.87,56,3.1,3.1,2092,8018,1,2582
3020.54,8051.2,8008,54,30,73,71,98,1.21,28.0,1043,501,509,1.015968064,3584,49.01,64.5,2.5,3171,-46.87,56,3.1,2.8,2148,8025,1,2583
3020.79,8110.9,8090,53,30,73,71,98,1.21,28.4,1043,501,509,1.015968064,3584,49.26,65.7,-4.98,3234,-50.32,56,3.1,3.2,1728,7972,1,2583
